Specialty	Class	Year	Name	Value
Medicine-Medical Genetics	PGY1	2022	U.S. Senior Ranked Positions	18
Medicine-Medical Genetics	PGY1	2022	Total Ranked Positions	28
Medicine-Medical Genetics	PGY1	2022	U.S. Senior Average Ranked Programs	2
Medicine-Medical Genetics	PGY1	2022	Total Average Ranked Programs	1.6
Medicine-Medical Genetics	PGY1	2022	Change in No. of Programs	1
Medicine-Medical Genetics	PGY1	2022	Change in Positions Offered	1
Medicine-Medical Genetics	PGY1	2022	Change in Unfilled Programs	2
Medicine-Medical Genetics	PGY1	2022	Change in U.S. Senior Applicants	2
Medicine-Medical Genetics	PGY1	2022	Change in Total Applicants	4
Medicine-Medical Genetics	PGY1	2022	Change in U.S. Senior Matches	0
Medicine-Medical Genetics	PGY1	2022	Change in Total Matches	-1
Medicine-Medical Genetics	PGY1	2022	Change in U.S. Senior Ranked Positions	1
Medicine-Medical Genetics	PGY1	2022	Change in Total Ranked Positions	0
Medicine-Medical Genetics	PGY1	2022	Change in U.S. Senior Average Ranked Programs	-0.3999999999999999
Medicine-Medical Genetics	PGY1	2022	Change in Total Average Ranked Programs	-0.6000000000000001
Medicine-Neurology	PGY1	2012	No. of Programs	2
Medicine-Neurology	PGY1	2012	Positions Offered	2
Medicine-Neurology	PGY1	2012	Unfilled Programs	0
Medicine-Neurology	PGY1	2012	U.S. Senior Applicants	5
Medicine-Neurology	PGY1	2012	Total Applicants	7
Medicine-Neurology	PGY1	2012	U.S. Senior Matches	2
Medicine-Neurology	PGY1	2012	Total Matches	2
Medicine-Neurology	PGY1	2012	U.S. Senior Ranked Positions	6
Medicine-Neurology	PGY1	2012	Total Ranked Positions	9
Medicine-Neurology	PGY1	2012	U.S. Senior Average Ranked Programs	1.2
Medicine-Neurology	PGY1	2012	Total Average Ranked Programs	1.3
Medicine-Neurology	PGY1	2012	Change in No. of Programs	NA
Medicine-Neurology	PGY1	2012	Change in Positions Offered	NA
Medicine-Neurology	PGY1	2012	Change in Unfilled Programs	NA
Medicine-Neurology	PGY1	2012	Change in U.S. Senior Applicants	NA
Medicine-Neurology	PGY1	2012	Change in Total Applicants	NA
Medicine-Neurology	PGY1	2012	Change in U.S. Senior Matches	NA
Medicine-Neurology	PGY1	2012	Change in Total Matches	NA
Medicine-Neurology	PGY1	2012	Change in U.S. Senior Ranked Positions	NA
Medicine-Neurology	PGY1	2012	Change in Total Ranked Positions	NA
Medicine-Neurology	PGY1	2012	Change in U.S. Senior Average Ranked Programs	NA
Medicine-Neurology	PGY1	2012	Change in Total Average Ranked Programs	NA
Medicine-Neurology	PGY1	2013	No. of Programs	2
Medicine-Neurology	PGY1	2013	Positions Offered	2
Medicine-Neurology	PGY1	2013	Unfilled Programs	1
Medicine-Neurology	PGY1	2013	U.S. Senior Applicants	2
Medicine-Neurology	PGY1	2013	Total Applicants	4
Medicine-Neurology	PGY1	2013	U.S. Senior Matches	0
Medicine-Neurology	PGY1	2013	Total Matches	1
Medicine-Neurology	PGY1	2013	U.S. Senior Ranked Positions	2
Medicine-Neurology	PGY1	2013	Total Ranked Positions	4
Medicine-Neurology	PGY1	2013	U.S. Senior Average Ranked Programs	1
Medicine-Neurology	PGY1	2013	Total Average Ranked Programs	1
Medicine-Neurology	PGY1	2013	Change in No. of Programs	0
Medicine-Neurology	PGY1	2013	Change in Positions Offered	0
Medicine-Neurology	PGY1	2013	Change in Unfilled Programs	1
Medicine-Neurology	PGY1	2013	Change in U.S. Senior Applicants	-3
Medicine-Neurology	PGY1	2013	Change in Total Applicants	-3
Medicine-Neurology	PGY1	2013	Change in U.S. Senior Matches	-2
Medicine-Neurology	PGY1	2013	Change in Total Matches	-1
Medicine-Neurology	PGY1	2013	Change in U.S. Senior Ranked Positions	-4
Medicine-Neurology	PGY1	2013	Change in Total Ranked Positions	-5
Medicine-Neurology	PGY1	2013	Change in U.S. Senior Average Ranked Programs	-0.19999999999999996
Medicine-Neurology	PGY1	2013	Change in Total Average Ranked Programs	-0.30000000000000004
Medicine-Neurology	PGY1	2014	No. of Programs	2
Medicine-Neurology	PGY1	2014	Positions Offered	1
Medicine-Neurology	PGY1	2014	Unfilled Programs	0
Medicine-Neurology	PGY1	2014	U.S. Senior Applicants	2
Medicine-Neurology	PGY1	2014	Total Applicants	3
Medicine-Neurology	PGY1	2014	U.S. Senior Matches	1
Medicine-Neurology	PGY1	2014	Total Matches	1
Medicine-Neurology	PGY1	2014	U.S. Senior Ranked Positions	3
Medicine-Neurology	PGY1	2014	Total Ranked Positions	4
Medicine-Neurology	PGY1	2014	U.S. Senior Average Ranked Programs	1.5
Medicine-Neurology	PGY1	2014	Total Average Ranked Programs	1.3
Medicine-Neurology	PGY1	2014	Change in No. of Programs	0
Medicine-Neurology	PGY1	2014	Change in Positions Offered	-1
Medicine-Neurology	PGY1	2014	Change in Unfilled Programs	-1
Medicine-Neurology	PGY1	2014	Change in U.S. Senior Applicants	0
Medicine-Neurology	PGY1	2014	Change in Total Applicants	-1
Medicine-Neurology	PGY1	2014	Change in U.S. Senior Matches	1
Medicine-Neurology	PGY1	2014	Change in Total Matches	0
Medicine-Neurology	PGY1	2014	Change in U.S. Senior Ranked Positions	1
Medicine-Neurology	PGY1	2014	Change in Total Ranked Positions	0
Medicine-Neurology	PGY1	2014	Change in U.S. Senior Average Ranked Programs	0.5
Medicine-Neurology	PGY1	2014	Change in Total Average Ranked Programs	0.30000000000000004
Medicine-Neurology	PGY1	2015	No. of Programs	1
Medicine-Neurology	PGY1	2015	Positions Offered	1
Medicine-Neurology	PGY1	2015	Unfilled Programs	1
Medicine-Neurology	PGY1	2015	U.S. Senior Applicants	1
Medicine-Neurology	PGY1	2015	Total Applicants	2
Medicine-Neurology	PGY1	2015	U.S. Senior Matches	0
Medicine-Neurology	PGY1	2015	Total Matches	0
Medicine-Neurology	PGY1	2015	U.S. Senior Ranked Positions	1
Medicine-Neurology	PGY1	2015	Total Ranked Positions	2
Medicine-Neurology	PGY1	2015	U.S. Senior Average Ranked Programs	1
Medicine-Neurology	PGY1	2015	Total Average Ranked Programs	1
Medicine-Neurology	PGY1	2015	Change in No. of Programs	-1
Medicine-Neurology	PGY1	2015	Change in Positions Offered	0
Medicine-Neurology	PGY1	2015	Change in Unfilled Programs	1
Medicine-Neurology	PGY1	2015	Change in U.S. Senior Applicants	-1
Medicine-Neurology	PGY1	2015	Change in Total Applicants	-1
Medicine-Neurology	PGY1	2015	Change in U.S. Senior Matches	-1
Medicine-Neurology	PGY1	2015	Change in Total Matches	-1
Medicine-Neurology	PGY1	2015	Change in U.S. Senior Ranked Positions	-2
Medicine-Neurology	PGY1	2015	Change in Total Ranked Positions	-2
Medicine-Neurology	PGY1	2015	Change in U.S. Senior Average Ranked Programs	-0.5
Medicine-Neurology	PGY1	2015	Change in Total Average Ranked Programs	-0.30000000000000004
Medicine-Pediatrics	PGY1	2012	No. of Programs	77
Medicine-Pediatrics	PGY1	2012	Positions Offered	362
Medicine-Pediatrics	PGY1	2012	Unfilled Programs	10
Medicine-Pediatrics	PGY1	2012	U.S. Senior Applicants	342
Medicine-Pediatrics	PGY1	2012	Total Applicants	560
Medicine-Pediatrics	PGY1	2012	U.S. Senior Matches	276
Medicine-Pediatrics	PGY1	2012	Total Matches	344
Medicine-Pediatrics	PGY1	2012	U.S. Senior Ranked Positions	2840
Medicine-Pediatrics	PGY1	2012	Total Ranked Positions	3502
Medicine-Pediatrics	PGY1	2012	U.S. Senior Average Ranked Programs	8.3
Medicine-Pediatrics	PGY1	2012	Total Average Ranked Programs	6.3
Medicine-Pediatrics	PGY1	2012	Change in No. of Programs	NA
Medicine-Pediatrics	PGY1	2012	Change in Positions Offered	NA
Medicine-Pediatrics	PGY1	2012	Change in Unfilled Programs	NA
Medicine-Pediatrics	PGY1	2012	Change in U.S. Senior Applicants	NA
Medicine-Pediatrics	PGY1	2012	Change in Total Applicants	NA
Medicine-Pediatrics	PGY1	2012	Change in U.S. Senior Matches	NA
Medicine-Pediatrics	PGY1	2012	Change in Total Matches	NA
Medicine-Pediatrics	PGY1	2012	Change in U.S. Senior Ranked Positions	NA
Medicine-Pediatrics	PGY1	2012	Change in Total Ranked Positions	NA
Medicine-Pediatrics	PGY1	2012	Change in U.S. Senior Average Ranked Programs	NA
Medicine-Pediatrics	PGY1	2012	Change in Total Average Ranked Programs	NA
Medicine-Pediatrics	PGY1	2013	No. of Programs	77
Medicine-Pediatrics	PGY1	2013	Positions Offered	366
Medicine-Pediatrics	PGY1	2013	Unfilled Programs	3
Medicine-Pediatrics	PGY1	2013	U.S. Senior Applicants	391
Medicine-Pediatrics	PGY1	2013	Total Applicants	603
Medicine-Pediatrics	PGY1	2013	U.S. Senior Matches	312
Medicine-Pediatrics	PGY1	2013	Total Matches	363
Medicine-Pediatrics	PGY1	2013	U.S. Senior Ranked Positions	3354
Medicine-Pediatrics	PGY1	2013	Total Ranked Positions	3953
Medicine-Pediatrics	PGY1	2013	U.S. Senior Average Ranked Programs	8.6
Medicine-Pediatrics	PGY1	2013	Total Average Ranked Programs	6.6
Medicine-Pediatrics	PGY1	2013	Change in No. of Programs	0
Medicine-Pediatrics	PGY1	2013	Change in Positions Offered	4
Medicine-Pediatrics	PGY1	2013	Change in Unfilled Programs	-7
Medicine-Pediatrics	PGY1	2013	Change in U.S. Senior Applicants	49
Medicine-Pediatrics	PGY1	2013	Change in Total Applicants	43
Medicine-Pediatrics	PGY1	2013	Change in U.S. Senior Matches	36
Medicine-Pediatrics	PGY1	2013	Change in Total Matches	19
Medicine-Pediatrics	PGY1	2013	Change in U.S. Senior Ranked Positions	514
Medicine-Pediatrics	PGY1	2013	Change in Total Ranked Positions	451
Medicine-Pediatrics	PGY1	2013	Change in U.S. Senior Average Ranked Programs	0.29999999999999893
Medicine-Pediatrics	PGY1	2013	Change in Total Average Ranked Programs	0.2999999999999998
Medicine-Pediatrics	PGY1	2014	No. of Programs	79
Medicine-Pediatrics	PGY1	2014	Positions Offered	374
Medicine-Pediatrics	PGY1	2014	Unfilled Programs	7
Medicine-Pediatrics	PGY1	2014	U.S. Senior Applicants	334
Medicine-Pediatrics	PGY1	2014	Total Applicants	582
Medicine-Pediatrics	PGY1	2014	U.S. Senior Matches	284
Medicine-Pediatrics	PGY1	2014	Total Matches	362
Medicine-Pediatrics	PGY1	2014	U.S. Senior Ranked Positions	3105
Medicine-Pediatrics	PGY1	2014	Total Ranked Positions	3965
Medicine-Pediatrics	PGY1	2014	U.S. Senior Average Ranked Programs	9.3
Medicine-Pediatrics	PGY1	2014	Total Average Ranked Programs	6.8
Medicine-Pediatrics	PGY1	2014	Change in No. of Programs	2
Medicine-Pediatrics	PGY1	2014	Change in Positions Offered	8
Medicine-Pediatrics	PGY1	2014	Change in Unfilled Programs	4
Medicine-Pediatrics	PGY1	2014	Change in U.S. Senior Applicants	-57
Medicine-Pediatrics	PGY1	2014	Change in Total Applicants	-21
Medicine-Pediatrics	PGY1	2014	Change in U.S. Senior Matches	-28
Medicine-Pediatrics	PGY1	2014	Change in Total Matches	-1
Medicine-Pediatrics	PGY1	2014	Change in U.S. Senior Ranked Positions	-249
Medicine-Pediatrics	PGY1	2014	Change in Total Ranked Positions	12
Medicine-Pediatrics	PGY1	2014	Change in U.S. Senior Average Ranked Programs	0.7000000000000011
Medicine-Pediatrics	PGY1	2014	Change in Total Average Ranked Programs	0.20000000000000018
Medicine-Pediatrics	PGY1	2015	No. of Programs	78
Medicine-Pediatrics	PGY1	2015	Positions Offered	380
Medicine-Pediatrics	PGY1	2015	Unfilled Programs	1
Medicine-Pediatrics	PGY1	2015	U.S. Senior Applicants	396
Medicine-Pediatrics	PGY1	2015	Total Applicants	625
Medicine-Pediatrics	PGY1	2015	U.S. Senior Matches	319
Medicine-Pediatrics	PGY1	2015	Total Matches	379
Medicine-Pediatrics	PGY1	2015	U.S. Senior Ranked Positions	3652
Medicine-Pediatrics	PGY1	2015	Total Ranked Positions	4392
Medicine-Pediatrics	PGY1	2015	U.S. Senior Average Ranked Programs	9.2
Medicine-Pediatrics	PGY1	2015	Total Average Ranked Programs	7
Medicine-Pediatrics	PGY1	2015	Change in No. of Programs	-1
Medicine-Pediatrics	PGY1	2015	Change in Positions Offered	6
Medicine-Pediatrics	PGY1	2015	Change in Unfilled Programs	-6
Medicine-Pediatrics	PGY1	2015	Change in U.S. Senior Applicants	62
Medicine-Pediatrics	PGY1	2015	Change in Total Applicants	43
Medicine-Pediatrics	PGY1	2015	Change in U.S. Senior Matches	35
Medicine-Pediatrics	PGY1	2015	Change in Total Matches	17
Medicine-Pediatrics	PGY1	2015	Change in U.S. Senior Ranked Positions	547
Medicine-Pediatrics	PGY1	2015	Change in Total Ranked Positions	427
Medicine-Pediatrics	PGY1	2015	Change in U.S. Senior Average Ranked Programs	-0.10000000000000142
Medicine-Pediatrics	PGY1	2015	Change in Total Average Ranked Programs	0.20000000000000018
Medicine-Pediatrics	PGY1	2016	No. of Programs	79
Medicine-Pediatrics	PGY1	2016	Positions Offered	386
Medicine-Pediatrics	PGY1	2016	Unfilled Programs	1
Medicine-Pediatrics	PGY1	2016	U.S. Senior Applicants	422
Medicine-Pediatrics	PGY1	2016	Total Applicants	607
Medicine-Pediatrics	PGY1	2016	U.S. Senior Matches	329
Medicine-Pediatrics	PGY1	2016	Total Matches	384
Medicine-Pediatrics	PGY1	2016	U.S. Senior Ranked Positions	4140
Medicine-Pediatrics	PGY1	2016	Total Ranked Positions	4752
Medicine-Pediatrics	PGY1	2016	U.S. Senior Average Ranked Programs	9.8
Medicine-Pediatrics	PGY1	2016	Total Average Ranked Programs	7.8
Medicine-Pediatrics	PGY1	2016	Change in No. of Programs	1
Medicine-Pediatrics	PGY1	2016	Change in Positions Offered	6
Medicine-Pediatrics	PGY1	2016	Change in Unfilled Programs	0
Medicine-Pediatrics	PGY1	2016	Change in U.S. Senior Applicants	26
Medicine-Pediatrics	PGY1	2016	Change in Total Applicants	-18
Medicine-Pediatrics	PGY1	2016	Change in U.S. Senior Matches	10
Medicine-Pediatrics	PGY1	2016	Change in Total Matches	5
Medicine-Pediatrics	PGY1	2016	Change in U.S. Senior Ranked Positions	488
Medicine-Pediatrics	PGY1	2016	Change in Total Ranked Positions	360
Medicine-Pediatrics	PGY1	2016	Change in U.S. Senior Average Ranked Programs	0.6000000000000014
Medicine-Pediatrics	PGY1	2016	Change in Total Average Ranked Programs	0.7999999999999998
Medicine-Pediatrics	PGY1	2017	No. of Programs	78
Medicine-Pediatrics	PGY1	2017	Positions Offered	381
Medicine-Pediatrics	PGY1	2017	Unfilled Programs	13
Medicine-Pediatrics	PGY1	2017	U.S. Senior Applicants	342
Medicine-Pediatrics	PGY1	2017	Total Applicants	507
Medicine-Pediatrics	PGY1	2017	U.S. Senior Matches	291
Medicine-Pediatrics	PGY1	2017	Total Matches	356
Medicine-Pediatrics	PGY1	2017	U.S. Senior Ranked Positions	3568
Medicine-Pediatrics	PGY1	2017	Total Ranked Positions	4191
Medicine-Pediatrics	PGY1	2017	U.S. Senior Average Ranked Programs	10.4
Medicine-Pediatrics	PGY1	2017	Total Average Ranked Programs	8.3
Medicine-Pediatrics	PGY1	2017	Change in No. of Programs	-1
Medicine-Pediatrics	PGY1	2017	Change in Positions Offered	-5
Medicine-Pediatrics	PGY1	2017	Change in Unfilled Programs	12
Medicine-Pediatrics	PGY1	2017	Change in U.S. Senior Applicants	-80
Medicine-Pediatrics	PGY1	2017	Change in Total Applicants	-100
Medicine-Pediatrics	PGY1	2017	Change in U.S. Senior Matches	-38
Medicine-Pediatrics	PGY1	2017	Change in Total Matches	-28
Medicine-Pediatrics	PGY1	2017	Change in U.S. Senior Ranked Positions	-572
Medicine-Pediatrics	PGY1	2017	Change in Total Ranked Positions	-561
Medicine-Pediatrics	PGY1	2017	Change in U.S. Senior Average Ranked Programs	0.5999999999999996
Medicine-Pediatrics	PGY1	2017	Change in Total Average Ranked Programs	0.5000000000000009
Medicine-Pediatrics	PGY1	2018	No. of Programs	77
Medicine-Pediatrics	PGY1	2018	Positions Offered	382
Medicine-Pediatrics	PGY1	2018	Unfilled Programs	5
Medicine-Pediatrics	PGY1	2018	U.S. Senior Applicants	374
Medicine-Pediatrics	PGY1	2018	Total Applicants	580
Medicine-Pediatrics	PGY1	2018	U.S. Senior Matches	306
Medicine-Pediatrics	PGY1	2018	Total Matches	377
Medicine-Pediatrics	PGY1	2018	U.S. Senior Ranked Positions	3846
Medicine-Pediatrics	PGY1	2018	Total Ranked Positions	4614
Medicine-Pediatrics	PGY1	2018	U.S. Senior Average Ranked Programs	10.3
Medicine-Pediatrics	PGY1	2018	Total Average Ranked Programs	8
Medicine-Pediatrics	PGY1	2018	Change in No. of Programs	-1
Medicine-Pediatrics	PGY1	2018	Change in Positions Offered	1
Medicine-Pediatrics	PGY1	2018	Change in Unfilled Programs	-8
Medicine-Pediatrics	PGY1	2018	Change in U.S. Senior Applicants	32
Medicine-Pediatrics	PGY1	2018	Change in Total Applicants	73
Medicine-Pediatrics	PGY1	2018	Change in U.S. Senior Matches	15
Medicine-Pediatrics	PGY1	2018	Change in Total Matches	21
Medicine-Pediatrics	PGY1	2018	Change in U.S. Senior Ranked Positions	278
Medicine-Pediatrics	PGY1	2018	Change in Total Ranked Positions	423
Medicine-Pediatrics	PGY1	2018	Change in U.S. Senior Average Ranked Programs	-0.09999999999999964
Medicine-Pediatrics	PGY1	2018	Change in Total Average Ranked Programs	-0.3000000000000007
Medicine-Pediatrics	PGY1	2019	No. of Programs	78
Medicine-Pediatrics	PGY1	2019	Positions Offered	390
Medicine-Pediatrics	PGY1	2019	Unfilled Programs	5
Medicine-Pediatrics	PGY1	2019	U.S. Senior Applicants	372
Medicine-Pediatrics	PGY1	2019	Total Applicants	591
Medicine-Pediatrics	PGY1	2019	U.S. Senior Matches	315
Medicine-Pediatrics	PGY1	2019	Total Matches	383
Medicine-Pediatrics	PGY1	2019	U.S. Senior Ranked Positions	3989
Medicine-Pediatrics	PGY1	2019	Total Ranked Positions	4759
Medicine-Pediatrics	PGY1	2019	U.S. Senior Average Ranked Programs	10.7
Medicine-Pediatrics	PGY1	2019	Total Average Ranked Programs	8.1
Medicine-Pediatrics	PGY1	2019	Change in No. of Programs	1
Medicine-Pediatrics	PGY1	2019	Change in Positions Offered	8
Medicine-Pediatrics	PGY1	2019	Change in Unfilled Programs	0
Medicine-Pediatrics	PGY1	2019	Change in U.S. Senior Applicants	-2
Medicine-Pediatrics	PGY1	2019	Change in Total Applicants	11
Medicine-Pediatrics	PGY1	2019	Change in U.S. Senior Matches	9
Medicine-Pediatrics	PGY1	2019	Change in Total Matches	6
Medicine-Pediatrics	PGY1	2019	Change in U.S. Senior Ranked Positions	143
Medicine-Pediatrics	PGY1	2019	Change in Total Ranked Positions	145
Medicine-Pediatrics	PGY1	2019	Change in U.S. Senior Average Ranked Programs	0.3999999999999986
Medicine-Pediatrics	PGY1	2019	Change in Total Average Ranked Programs	0.09999999999999964
Medicine-Pediatrics	PGY1	2020	No. of Programs	77
Medicine-Pediatrics	PGY1	2020	Positions Offered	390
Medicine-Pediatrics	PGY1	2020	Unfilled Programs	4
Medicine-Pediatrics	PGY1	2020	U.S. Senior Applicants	399
Medicine-Pediatrics	PGY1	2020	Total Applicants	606
Medicine-Pediatrics	PGY1	2020	U.S. Senior Matches	316
Medicine-Pediatrics	PGY1	2020	Total Matches	381
Medicine-Pediatrics	PGY1	2020	U.S. Senior Ranked Positions	4078
Medicine-Pediatrics	PGY1	2020	Total Ranked Positions	4797
Medicine-Pediatrics	PGY1	2020	U.S. Senior Average Ranked Programs	10.2
Medicine-Pediatrics	PGY1	2020	Total Average Ranked Programs	7.9
Medicine-Pediatrics	PGY1	2020	Change in No. of Programs	-1
Medicine-Pediatrics	PGY1	2020	Change in Positions Offered	0
Medicine-Pediatrics	PGY1	2020	Change in Unfilled Programs	-1
Medicine-Pediatrics	PGY1	2020	Change in U.S. Senior Applicants	27
Medicine-Pediatrics	PGY1	2020	Change in Total Applicants	15
Medicine-Pediatrics	PGY1	2020	Change in U.S. Senior Matches	1
Medicine-Pediatrics	PGY1	2020	Change in Total Matches	-2
Medicine-Pediatrics	PGY1	2020	Change in U.S. Senior Ranked Positions	89
Medicine-Pediatrics	PGY1	2020	Change in Total Ranked Positions	38
Medicine-Pediatrics	PGY1	2020	Change in U.S. Senior Average Ranked Programs	-0.5
Medicine-Pediatrics	PGY1	2020	Change in Total Average Ranked Programs	-0.1999999999999993
Medicine-Pediatrics	PGY1	2021	No. of Programs	77
Medicine-Pediatrics	PGY1	2021	Positions Offered	385
Medicine-Pediatrics	PGY1	2021	Unfilled Programs	0
Medicine-Pediatrics	PGY1	2021	U.S. Senior Applicants	388
Medicine-Pediatrics	PGY1	2021	Total Applicants	603
Medicine-Pediatrics	PGY1	2021	U.S. Senior Matches	313
Medicine-Pediatrics	PGY1	2021	Total Matches	385
Medicine-Pediatrics	PGY1	2021	U.S. Senior Ranked Positions	4466
Medicine-Pediatrics	PGY1	2021	Total Ranked Positions	5571
Medicine-Pediatrics	PGY1	2021	U.S. Senior Average Ranked Programs	11.5
Medicine-Pediatrics	PGY1	2021	Total Average Ranked Programs	9.2
Medicine-Pediatrics	PGY1	2021	Change in No. of Programs	0
Medicine-Pediatrics	PGY1	2021	Change in Positions Offered	-5
Medicine-Pediatrics	PGY1	2021	Change in Unfilled Programs	-4
Medicine-Pediatrics	PGY1	2021	Change in U.S. Senior Applicants	-11
Medicine-Pediatrics	PGY1	2021	Change in Total Applicants	-3
Medicine-Pediatrics	PGY1	2021	Change in U.S. Senior Matches	-3
Medicine-Pediatrics	PGY1	2021	Change in Total Matches	4
Medicine-Pediatrics	PGY1	2021	Change in U.S. Senior Ranked Positions	388
Medicine-Pediatrics	PGY1	2021	Change in Total Ranked Positions	774
Medicine-Pediatrics	PGY1	2021	Change in U.S. Senior Average Ranked Programs	1.3000000000000007
Medicine-Pediatrics	PGY1	2021	Change in Total Average Ranked Programs	1.299999999999999
Medicine-Pediatrics	PGY1	2022	No. of Programs	78
Medicine-Pediatrics	PGY1	2022	Positions Offered	392
Medicine-Pediatrics	PGY1	2022	Unfilled Programs	0
Medicine-Pediatrics	PGY1	2022	U.S. Senior Applicants	403
Medicine-Pediatrics	PGY1	2022	Total Applicants	587
Medicine-Pediatrics	PGY1	2022	U.S. Senior Matches	332
Medicine-Pediatrics	PGY1	2022	Total Matches	392
Medicine-Pediatrics	PGY1	2022	U.S. Senior Ranked Positions	4666
Medicine-Pediatrics	PGY1	2022	Total Ranked Positions	5468
Medicine-Pediatrics	PGY1	2022	U.S. Senior Average Ranked Programs	11.6
Medicine-Pediatrics	PGY1	2022	Total Average Ranked Programs	9.3
Medicine-Pediatrics	PGY1	2022	Change in No. of Programs	1
Medicine-Pediatrics	PGY1	2022	Change in Positions Offered	7
Medicine-Pediatrics	PGY1	2022	Change in Unfilled Programs	0
Medicine-Pediatrics	PGY1	2022	Change in U.S. Senior Applicants	15
Medicine-Pediatrics	PGY1	2022	Change in Total Applicants	-16
Medicine-Pediatrics	PGY1	2022	Change in U.S. Senior Matches	19
Medicine-Pediatrics	PGY1	2022	Change in Total Matches	7
Medicine-Pediatrics	PGY1	2022	Change in U.S. Senior Ranked Positions	200
Medicine-Pediatrics	PGY1	2022	Change in Total Ranked Positions	-103
Medicine-Pediatrics	PGY1	2022	Change in U.S. Senior Average Ranked Programs	0.09999999999999964
Medicine-Pediatrics	PGY1	2022	Change in Total Average Ranked Programs	0.10000000000000142
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	No. of Programs	307
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Positions Offered	1861
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Unfilled Programs	48
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	U.S. Senior Applicants	3345
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Total Applicants	5054
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	U.S. Senior Matches	1427
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Total Matches	1738
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	U.S. Senior Ranked Positions	36050
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Total Ranked Positions	43318
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	U.S. Senior Average Ranked Programs	10.8
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Total Average Ranked Programs	8.6
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in No. of Programs	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in Positions Offered	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in Unfilled Programs	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in U.S. Senior Applicants	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in Total Applicants	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in U.S. Senior Matches	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in Total Matches	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in U.S. Senior Ranked Positions	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in Total Ranked Positions	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in U.S. Senior Average Ranked Programs	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2012	Change in Total Average Ranked Programs	NA
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	No. of Programs	307
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Positions Offered	1883
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Unfilled Programs	37
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	U.S. Senior Applicants	3359
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Total Applicants	5134
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	U.S. Senior Matches	1429
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Total Matches	1809
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	U.S. Senior Ranked Positions	40366
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Total Ranked Positions	49283
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	U.S. Senior Average Ranked Programs	12
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Total Average Ranked Programs	9.6
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in No. of Programs	0
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in Positions Offered	22
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in Unfilled Programs	-11
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in U.S. Senior Applicants	14
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in Total Applicants	80
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in U.S. Senior Matches	2
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in Total Matches	71
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in U.S. Senior Ranked Positions	4316
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in Total Ranked Positions	5965
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in U.S. Senior Average Ranked Programs	1.1999999999999993
Medicine-Preliminary (PGY-1 Only)	PGY1	2013	Change in Total Average Ranked Programs	1
Medicine-Preliminary (PGY-1 Only)	PGY1	2014	No. of Programs	323
Medicine-Preliminary (PGY-1 Only)	PGY1	2014	Positions Offered	1905
Medicine-Preliminary (PGY-1 Only)	PGY1	2014	Unfilled Programs	37
Medicine-Preliminary (PGY-1 Only)	PGY1	2014	U.S. Senior Applicants	3400
Medicine-Preliminary (PGY-1 Only)	PGY1	2014	Total Applicants	5329
