Specialty	Class	Year	Name	Value
Orthopedic Surgery	PGY1	2012	No. of Programs	161
Orthopedic Surgery	PGY1	2012	Positions Offered	682
Orthopedic Surgery	PGY1	2012	Unfilled Programs	0
Orthopedic Surgery	PGY1	2012	U.S. Senior Applicants	845
Orthopedic Surgery	PGY1	2012	Total Applicants	1046
Orthopedic Surgery	PGY1	2012	U.S. Senior Matches	641
Orthopedic Surgery	PGY1	2012	Total Matches	682
Orthopedic Surgery	PGY1	2012	U.S. Senior Ranked Positions	8671
Orthopedic Surgery	PGY1	2012	Total Ranked Positions	9498
Orthopedic Surgery	PGY1	2012	U.S. Senior Average Ranked Programs	10.3
Orthopedic Surgery	PGY1	2012	Total Average Ranked Programs	9.1
Orthopedic Surgery	PGY1	2012	Change in No. of Programs	NA
Orthopedic Surgery	PGY1	2012	Change in Positions Offered	NA
Orthopedic Surgery	PGY1	2012	Change in Unfilled Programs	NA
Orthopedic Surgery	PGY1	2012	Change in U.S. Senior Applicants	NA
Orthopedic Surgery	PGY1	2012	Change in Total Applicants	NA
Orthopedic Surgery	PGY1	2012	Change in U.S. Senior Matches	NA
Orthopedic Surgery	PGY1	2012	Change in Total Matches	NA
Orthopedic Surgery	PGY1	2012	Change in U.S. Senior Ranked Positions	NA
Orthopedic Surgery	PGY1	2012	Change in Total Ranked Positions	NA
Orthopedic Surgery	PGY1	2012	Change in U.S. Senior Average Ranked Programs	NA
Orthopedic Surgery	PGY1	2012	Change in Total Average Ranked Programs	NA
Orthopedic Surgery	PGY1	2013	No. of Programs	163
Orthopedic Surgery	PGY1	2013	Positions Offered	693
Orthopedic Surgery	PGY1	2013	Unfilled Programs	1
Orthopedic Surgery	PGY1	2013	U.S. Senior Applicants	833
Orthopedic Surgery	PGY1	2013	Total Applicants	1038
Orthopedic Surgery	PGY1	2013	U.S. Senior Matches	636
Orthopedic Surgery	PGY1	2013	Total Matches	692
Orthopedic Surgery	PGY1	2013	U.S. Senior Ranked Positions	8736
Orthopedic Surgery	PGY1	2013	Total Ranked Positions	9497
Orthopedic Surgery	PGY1	2013	U.S. Senior Average Ranked Programs	10.5
Orthopedic Surgery	PGY1	2013	Total Average Ranked Programs	9.1
Orthopedic Surgery	PGY1	2013	Change in No. of Programs	2
Orthopedic Surgery	PGY1	2013	Change in Positions Offered	11
Orthopedic Surgery	PGY1	2013	Change in Unfilled Programs	1
Orthopedic Surgery	PGY1	2013	Change in U.S. Senior Applicants	-12
Orthopedic Surgery	PGY1	2013	Change in Total Applicants	-8
Orthopedic Surgery	PGY1	2013	Change in U.S. Senior Matches	-5
Orthopedic Surgery	PGY1	2013	Change in Total Matches	10
Orthopedic Surgery	PGY1	2013	Change in U.S. Senior Ranked Positions	65
Orthopedic Surgery	PGY1	2013	Change in Total Ranked Positions	-1
Orthopedic Surgery	PGY1	2013	Change in U.S. Senior Average Ranked Programs	0.1999999999999993
Orthopedic Surgery	PGY1	2013	Change in Total Average Ranked Programs	0
Orthopedic Surgery	PGY1	2014	No. of Programs	162
Orthopedic Surgery	PGY1	2014	Positions Offered	695
Orthopedic Surgery	PGY1	2014	Unfilled Programs	2
Orthopedic Surgery	PGY1	2014	U.S. Senior Applicants	853
Orthopedic Surgery	PGY1	2014	Total Applicants	1032
Orthopedic Surgery	PGY1	2014	U.S. Senior Matches	649
Orthopedic Surgery	PGY1	2014	Total Matches	693
Orthopedic Surgery	PGY1	2014	U.S. Senior Ranked Positions	9014
Orthopedic Surgery	PGY1	2014	Total Ranked Positions	9685
Orthopedic Surgery	PGY1	2014	U.S. Senior Average Ranked Programs	10.6
Orthopedic Surgery	PGY1	2014	Total Average Ranked Programs	9.4
Orthopedic Surgery	PGY1	2014	Change in No. of Programs	-1
Orthopedic Surgery	PGY1	2014	Change in Positions Offered	2
Orthopedic Surgery	PGY1	2014	Change in Unfilled Programs	1
Orthopedic Surgery	PGY1	2014	Change in U.S. Senior Applicants	20
Orthopedic Surgery	PGY1	2014	Change in Total Applicants	-6
Orthopedic Surgery	PGY1	2014	Change in U.S. Senior Matches	13
Orthopedic Surgery	PGY1	2014	Change in Total Matches	1
Orthopedic Surgery	PGY1	2014	Change in U.S. Senior Ranked Positions	278
Orthopedic Surgery	PGY1	2014	Change in Total Ranked Positions	188
Orthopedic Surgery	PGY1	2014	Change in U.S. Senior Average Ranked Programs	0.09999999999999964
Orthopedic Surgery	PGY1	2014	Change in Total Average Ranked Programs	0.3000000000000007
Orthopedic Surgery	PGY1	2015	No. of Programs	161
Orthopedic Surgery	PGY1	2015	Positions Offered	703
Orthopedic Surgery	PGY1	2015	Unfilled Programs	0
Orthopedic Surgery	PGY1	2015	U.S. Senior Applicants	885
Orthopedic Surgery	PGY1	2015	Total Applicants	1062
Orthopedic Surgery	PGY1	2015	U.S. Senior Matches	663
Orthopedic Surgery	PGY1	2015	Total Matches	703
Orthopedic Surgery	PGY1	2015	U.S. Senior Ranked Positions	9214
Orthopedic Surgery	PGY1	2015	Total Ranked Positions	9804
Orthopedic Surgery	PGY1	2015	U.S. Senior Average Ranked Programs	10.4
Orthopedic Surgery	PGY1	2015	Total Average Ranked Programs	9.2
Orthopedic Surgery	PGY1	2015	Change in No. of Programs	-1
Orthopedic Surgery	PGY1	2015	Change in Positions Offered	8
Orthopedic Surgery	PGY1	2015	Change in Unfilled Programs	-2
Orthopedic Surgery	PGY1	2015	Change in U.S. Senior Applicants	32
Orthopedic Surgery	PGY1	2015	Change in Total Applicants	30
Orthopedic Surgery	PGY1	2015	Change in U.S. Senior Matches	14
Orthopedic Surgery	PGY1	2015	Change in Total Matches	10
Orthopedic Surgery	PGY1	2015	Change in U.S. Senior Ranked Positions	200
Orthopedic Surgery	PGY1	2015	Change in Total Ranked Positions	119
Orthopedic Surgery	PGY1	2015	Change in U.S. Senior Average Ranked Programs	-0.1999999999999993
Orthopedic Surgery	PGY1	2015	Change in Total Average Ranked Programs	-0.20000000000000107
Orthopedic Surgery	PGY1	2016	No. of Programs	163
Orthopedic Surgery	PGY1	2016	Positions Offered	717
Orthopedic Surgery	PGY1	2016	Unfilled Programs	0
Orthopedic Surgery	PGY1	2016	U.S. Senior Applicants	874
Orthopedic Surgery	PGY1	2016	Total Applicants	1058
Orthopedic Surgery	PGY1	2016	U.S. Senior Matches	650
Orthopedic Surgery	PGY1	2016	Total Matches	717
Orthopedic Surgery	PGY1	2016	U.S. Senior Ranked Positions	9286
Orthopedic Surgery	PGY1	2016	Total Ranked Positions	10092
Orthopedic Surgery	PGY1	2016	U.S. Senior Average Ranked Programs	10.6
Orthopedic Surgery	PGY1	2016	Total Average Ranked Programs	9.5
Orthopedic Surgery	PGY1	2016	Change in No. of Programs	2
Orthopedic Surgery	PGY1	2016	Change in Positions Offered	14
Orthopedic Surgery	PGY1	2016	Change in Unfilled Programs	0
Orthopedic Surgery	PGY1	2016	Change in U.S. Senior Applicants	-11
Orthopedic Surgery	PGY1	2016	Change in Total Applicants	-4
Orthopedic Surgery	PGY1	2016	Change in U.S. Senior Matches	-13
Orthopedic Surgery	PGY1	2016	Change in Total Matches	14
Orthopedic Surgery	PGY1	2016	Change in U.S. Senior Ranked Positions	72
Orthopedic Surgery	PGY1	2016	Change in Total Ranked Positions	288
Orthopedic Surgery	PGY1	2016	Change in U.S. Senior Average Ranked Programs	0.1999999999999993
Orthopedic Surgery	PGY1	2016	Change in Total Average Ranked Programs	0.3000000000000007
Orthopedic Surgery	PGY1	2017	No. of Programs	165
Orthopedic Surgery	PGY1	2017	Positions Offered	727
Orthopedic Surgery	PGY1	2017	Unfilled Programs	1
Orthopedic Surgery	PGY1	2017	U.S. Senior Applicants	845
Orthopedic Surgery	PGY1	2017	Total Applicants	1013
Orthopedic Surgery	PGY1	2017	U.S. Senior Matches	668
Orthopedic Surgery	PGY1	2017	Total Matches	726
Orthopedic Surgery	PGY1	2017	U.S. Senior Ranked Positions	9169
Orthopedic Surgery	PGY1	2017	Total Ranked Positions	9755
Orthopedic Surgery	PGY1	2017	U.S. Senior Average Ranked Programs	10.9
Orthopedic Surgery	PGY1	2017	Total Average Ranked Programs	9.6
Orthopedic Surgery	PGY1	2017	Change in No. of Programs	2
Orthopedic Surgery	PGY1	2017	Change in Positions Offered	10
Orthopedic Surgery	PGY1	2017	Change in Unfilled Programs	1
Orthopedic Surgery	PGY1	2017	Change in U.S. Senior Applicants	-29
Orthopedic Surgery	PGY1	2017	Change in Total Applicants	-45
Orthopedic Surgery	PGY1	2017	Change in U.S. Senior Matches	18
Orthopedic Surgery	PGY1	2017	Change in Total Matches	9
Orthopedic Surgery	PGY1	2017	Change in U.S. Senior Ranked Positions	-117
Orthopedic Surgery	PGY1	2017	Change in Total Ranked Positions	-337
Orthopedic Surgery	PGY1	2017	Change in U.S. Senior Average Ranked Programs	0.3000000000000007
Orthopedic Surgery	PGY1	2017	Change in Total Average Ranked Programs	0.09999999999999964
Orthopedic Surgery	PGY1	2018	No. of Programs	171
Orthopedic Surgery	PGY1	2018	Positions Offered	742
Orthopedic Surgery	PGY1	2018	Unfilled Programs	4
Orthopedic Surgery	PGY1	2018	U.S. Senior Applicants	849
Orthopedic Surgery	PGY1	2018	Total Applicants	1017
Orthopedic Surgery	PGY1	2018	U.S. Senior Matches	691
Orthopedic Surgery	PGY1	2018	Total Matches	738
Orthopedic Surgery	PGY1	2018	U.S. Senior Ranked Positions	9644
Orthopedic Surgery	PGY1	2018	Total Ranked Positions	10228
Orthopedic Surgery	PGY1	2018	U.S. Senior Average Ranked Programs	11.4
Orthopedic Surgery	PGY1	2018	Total Average Ranked Programs	10.1
Orthopedic Surgery	PGY1	2018	Change in No. of Programs	6
Orthopedic Surgery	PGY1	2018	Change in Positions Offered	15
Orthopedic Surgery	PGY1	2018	Change in Unfilled Programs	3
Orthopedic Surgery	PGY1	2018	Change in U.S. Senior Applicants	4
Orthopedic Surgery	PGY1	2018	Change in Total Applicants	4
Orthopedic Surgery	PGY1	2018	Change in U.S. Senior Matches	23
Orthopedic Surgery	PGY1	2018	Change in Total Matches	12
Orthopedic Surgery	PGY1	2018	Change in U.S. Senior Ranked Positions	475
Orthopedic Surgery	PGY1	2018	Change in Total Ranked Positions	473
Orthopedic Surgery	PGY1	2018	Change in U.S. Senior Average Ranked Programs	0.5
Orthopedic Surgery	PGY1	2018	Change in Total Average Ranked Programs	0.5
Orthopedic Surgery	PGY1	2019	No. of Programs	175
Orthopedic Surgery	PGY1	2019	Positions Offered	755
Orthopedic Surgery	PGY1	2019	Unfilled Programs	2
Orthopedic Surgery	PGY1	2019	U.S. Senior Applicants	830
Orthopedic Surgery	PGY1	2019	Total Applicants	1037
Orthopedic Surgery	PGY1	2019	U.S. Senior Matches	693
Orthopedic Surgery	PGY1	2019	Total Matches	752
Orthopedic Surgery	PGY1	2019	U.S. Senior Ranked Positions	9737
Orthopedic Surgery	PGY1	2019	Total Ranked Positions	10350
Orthopedic Surgery	PGY1	2019	U.S. Senior Average Ranked Programs	11.7
Orthopedic Surgery	PGY1	2019	Total Average Ranked Programs	10
Orthopedic Surgery	PGY1	2019	Change in No. of Programs	4
Orthopedic Surgery	PGY1	2019	Change in Positions Offered	13
Orthopedic Surgery	PGY1	2019	Change in Unfilled Programs	-2
Orthopedic Surgery	PGY1	2019	Change in U.S. Senior Applicants	-19
Orthopedic Surgery	PGY1	2019	Change in Total Applicants	20
Orthopedic Surgery	PGY1	2019	Change in U.S. Senior Matches	2
Orthopedic Surgery	PGY1	2019	Change in Total Matches	14
Orthopedic Surgery	PGY1	2019	Change in U.S. Senior Ranked Positions	93
Orthopedic Surgery	PGY1	2019	Change in Total Ranked Positions	122
Orthopedic Surgery	PGY1	2019	Change in U.S. Senior Average Ranked Programs	0.29999999999999893
Orthopedic Surgery	PGY1	2019	Change in Total Average Ranked Programs	-0.09999999999999964
Orthopedic Surgery	PGY1	2020	No. of Programs	203
Orthopedic Surgery	PGY1	2020	Positions Offered	849
Orthopedic Surgery	PGY1	2020	Unfilled Programs	5
Orthopedic Surgery	PGY1	2020	U.S. Senior Applicants	867
Orthopedic Surgery	PGY1	2020	Total Applicants	1192
Orthopedic Surgery	PGY1	2020	U.S. Senior Matches	686
Orthopedic Surgery	PGY1	2020	Total Matches	844
Orthopedic Surgery	PGY1	2020	U.S. Senior Ranked Positions	9744
Orthopedic Surgery	PGY1	2020	Total Ranked Positions	11191
Orthopedic Surgery	PGY1	2020	U.S. Senior Average Ranked Programs	11.2
Orthopedic Surgery	PGY1	2020	Total Average Ranked Programs	9.4
Orthopedic Surgery	PGY1	2020	Change in No. of Programs	28
Orthopedic Surgery	PGY1	2020	Change in Positions Offered	94
Orthopedic Surgery	PGY1	2020	Change in Unfilled Programs	3
Orthopedic Surgery	PGY1	2020	Change in U.S. Senior Applicants	37
Orthopedic Surgery	PGY1	2020	Change in Total Applicants	155
Orthopedic Surgery	PGY1	2020	Change in U.S. Senior Matches	-7
Orthopedic Surgery	PGY1	2020	Change in Total Matches	92
Orthopedic Surgery	PGY1	2020	Change in U.S. Senior Ranked Positions	7
Orthopedic Surgery	PGY1	2020	Change in Total Ranked Positions	841
Orthopedic Surgery	PGY1	2020	Change in U.S. Senior Average Ranked Programs	-0.5
Orthopedic Surgery	PGY1	2020	Change in Total Average Ranked Programs	-0.5999999999999996
Orthopedic Surgery	PGY1	2021	No. of Programs	208
Orthopedic Surgery	PGY1	2021	Positions Offered	868
Orthopedic Surgery	PGY1	2021	Unfilled Programs	2
Orthopedic Surgery	PGY1	2021	U.S. Senior Applicants	934
Orthopedic Surgery	PGY1	2021	Total Applicants	1289
Orthopedic Surgery	PGY1	2021	U.S. Senior Matches	699
Orthopedic Surgery	PGY1	2021	Total Matches	866
Orthopedic Surgery	PGY1	2021	U.S. Senior Ranked Positions	10093
Orthopedic Surgery	PGY1	2021	Total Ranked Positions	11955
Orthopedic Surgery	PGY1	2021	U.S. Senior Average Ranked Programs	10.8
Orthopedic Surgery	PGY1	2021	Total Average Ranked Programs	9.3
Orthopedic Surgery	PGY1	2021	Change in No. of Programs	5
Orthopedic Surgery	PGY1	2021	Change in Positions Offered	19
Orthopedic Surgery	PGY1	2021	Change in Unfilled Programs	-3
Orthopedic Surgery	PGY1	2021	Change in U.S. Senior Applicants	67
Orthopedic Surgery	PGY1	2021	Change in Total Applicants	97
Orthopedic Surgery	PGY1	2021	Change in U.S. Senior Matches	13
Orthopedic Surgery	PGY1	2021	Change in Total Matches	22
Orthopedic Surgery	PGY1	2021	Change in U.S. Senior Ranked Positions	349
Orthopedic Surgery	PGY1	2021	Change in Total Ranked Positions	764
Orthopedic Surgery	PGY1	2021	Change in U.S. Senior Average Ranked Programs	-0.3999999999999986
Orthopedic Surgery	PGY1	2021	Change in Total Average Ranked Programs	-0.09999999999999964
Orthopedic Surgery	PGY1	2022	No. of Programs	210
Orthopedic Surgery	PGY1	2022	Positions Offered	875
Orthopedic Surgery	PGY1	2022	Unfilled Programs	0
Orthopedic Surgery	PGY1	2022	U.S. Senior Applicants	1086
Orthopedic Surgery	PGY1	2022	Total Applicants	1470
Orthopedic Surgery	PGY1	2022	U.S. Senior Matches	705
Orthopedic Surgery	PGY1	2022	Total Matches	875
Orthopedic Surgery	PGY1	2022	U.S. Senior Ranked Positions	10613
Orthopedic Surgery	PGY1	2022	Total Ranked Positions	12588
Orthopedic Surgery	PGY1	2022	U.S. Senior Average Ranked Programs	9.8
Orthopedic Surgery	PGY1	2022	Total Average Ranked Programs	8.6
Orthopedic Surgery	PGY1	2022	Change in No. of Programs	2
Orthopedic Surgery	PGY1	2022	Change in Positions Offered	7
Orthopedic Surgery	PGY1	2022	Change in Unfilled Programs	-2
Orthopedic Surgery	PGY1	2022	Change in U.S. Senior Applicants	152
Orthopedic Surgery	PGY1	2022	Change in Total Applicants	181
Orthopedic Surgery	PGY1	2022	Change in U.S. Senior Matches	6
Orthopedic Surgery	PGY1	2022	Change in Total Matches	9
Orthopedic Surgery	PGY1	2022	Change in U.S. Senior Ranked Positions	520
Orthopedic Surgery	PGY1	2022	Change in Total Ranked Positions	633
Orthopedic Surgery	PGY1	2022	Change in U.S. Senior Average Ranked Programs	-1
Orthopedic Surgery	PGY1	2022	Change in Total Average Ranked Programs	-0.7000000000000011
Osteo Neuromusculoskeletal Med	PGY1	2018	No. of Programs	1
Osteo Neuromusculoskeletal Med	PGY1	2018	Positions Offered	2
Osteo Neuromusculoskeletal Med	PGY1	2018	Unfilled Programs	0
Osteo Neuromusculoskeletal Med	PGY1	2018	U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2018	Total Applicants	5
Osteo Neuromusculoskeletal Med	PGY1	2018	U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2018	Total Matches	2
Osteo Neuromusculoskeletal Med	PGY1	2018	U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY1	2018	Total Ranked Positions	5
Osteo Neuromusculoskeletal Med	PGY1	2018	U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Total Average Ranked Programs	1
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in No. of Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in Positions Offered	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in Unfilled Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in U.S. Senior Applicants	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in Total Applicants	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in U.S. Senior Matches	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in Total Matches	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in U.S. Senior Ranked Positions	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in Total Ranked Positions	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2018	Change in Total Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2019	No. of Programs	1
Osteo Neuromusculoskeletal Med	PGY1	2019	Positions Offered	2
Osteo Neuromusculoskeletal Med	PGY1	2019	Unfilled Programs	1
Osteo Neuromusculoskeletal Med	PGY1	2019	U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2019	Total Applicants	3
Osteo Neuromusculoskeletal Med	PGY1	2019	U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2019	Total Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2019	U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY1	2019	Total Ranked Positions	3
Osteo Neuromusculoskeletal Med	PGY1	2019	U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2019	Total Average Ranked Programs	1
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in No. of Programs	0
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in Positions Offered	0
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in Unfilled Programs	1
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in Total Applicants	-2
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in Total Matches	-2
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in Total Ranked Positions	-2
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2019	Change in Total Average Ranked Programs	0
Osteo Neuromusculoskeletal Med	PGY1	2020	No. of Programs	3
Osteo Neuromusculoskeletal Med	PGY1	2020	Positions Offered	10
Osteo Neuromusculoskeletal Med	PGY1	2020	Unfilled Programs	2
Osteo Neuromusculoskeletal Med	PGY1	2020	U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2020	Total Applicants	18
Osteo Neuromusculoskeletal Med	PGY1	2020	U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2020	Total Matches	8
Osteo Neuromusculoskeletal Med	PGY1	2020	U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY1	2020	Total Ranked Positions	26
Osteo Neuromusculoskeletal Med	PGY1	2020	U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2020	Total Average Ranked Programs	1.4
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in No. of Programs	2
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in Positions Offered	8
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in Unfilled Programs	1
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in Total Applicants	15
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in Total Matches	8
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in Total Ranked Positions	23
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2020	Change in Total Average Ranked Programs	0.3999999999999999
Osteo Neuromusculoskeletal Med	PGY1	2021	No. of Programs	4
Osteo Neuromusculoskeletal Med	PGY1	2021	Positions Offered	12
Osteo Neuromusculoskeletal Med	PGY1	2021	Unfilled Programs	4
Osteo Neuromusculoskeletal Med	PGY1	2021	U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2021	Total Applicants	18
Osteo Neuromusculoskeletal Med	PGY1	2021	U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2021	Total Matches	3
Osteo Neuromusculoskeletal Med	PGY1	2021	U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY1	2021	Total Ranked Positions	29
Osteo Neuromusculoskeletal Med	PGY1	2021	U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2021	Total Average Ranked Programs	1.6
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in No. of Programs	1
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in Positions Offered	2
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in Unfilled Programs	2
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in Total Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in Total Matches	-5
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in Total Ranked Positions	3
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2021	Change in Total Average Ranked Programs	0.20000000000000018
Osteo Neuromusculoskeletal Med	PGY1	2022	No. of Programs	5
Osteo Neuromusculoskeletal Med	PGY1	2022	Positions Offered	16
Osteo Neuromusculoskeletal Med	PGY1	2022	Unfilled Programs	2
Osteo Neuromusculoskeletal Med	PGY1	2022	U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2022	Total Applicants	23
Osteo Neuromusculoskeletal Med	PGY1	2022	U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2022	Total Matches	13
Osteo Neuromusculoskeletal Med	PGY1	2022	U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY1	2022	Total Ranked Positions	53
Osteo Neuromusculoskeletal Med	PGY1	2022	U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2022	Total Average Ranked Programs	2.3
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in No. of Programs	1
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in Positions Offered	4
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in Unfilled Programs	-2
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in Total Applicants	5
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in Total Matches	10
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in Total Ranked Positions	24
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY1	2022	Change in Total Average Ranked Programs	0.6999999999999997
Osteo Neuromusculoskeletal Med	PGY2	2019	No. of Programs	2
Osteo Neuromusculoskeletal Med	PGY2	2019	Positions Offered	4
Osteo Neuromusculoskeletal Med	PGY2	2019	Unfilled Programs	1
Osteo Neuromusculoskeletal Med	PGY2	2019	U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY2	2019	Total Applicants	3
Osteo Neuromusculoskeletal Med	PGY2	2019	U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY2	2019	Total Matches	3
Osteo Neuromusculoskeletal Med	PGY2	2019	U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY2	2019	Total Ranked Positions	3
Osteo Neuromusculoskeletal Med	PGY2	2019	U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Total Average Ranked Programs	1
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in No. of Programs	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in Positions Offered	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in Unfilled Programs	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in U.S. Senior Applicants	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in Total Applicants	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in U.S. Senior Matches	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in Total Matches	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in U.S. Senior Ranked Positions	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in Total Ranked Positions	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY2	2019	Change in Total Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY2	2020	No. of Programs	3
Osteo Neuromusculoskeletal Med	PGY2	2020	Positions Offered	7
Osteo Neuromusculoskeletal Med	PGY2	2020	Unfilled Programs	2
Osteo Neuromusculoskeletal Med	PGY2	2020	U.S. Senior Applicants	0
Osteo Neuromusculoskeletal Med	PGY2	2020	Total Applicants	9
Osteo Neuromusculoskeletal Med	PGY2	2020	U.S. Senior Matches	0
Osteo Neuromusculoskeletal Med	PGY2	2020	Total Matches	2
Osteo Neuromusculoskeletal Med	PGY2	2020	U.S. Senior Ranked Positions	0
Osteo Neuromusculoskeletal Med	PGY2	2020	Total Ranked Positions	16
Osteo Neuromusculoskeletal Med	PGY2	2020	U.S. Senior Average Ranked Programs	NA
Osteo Neuromusculoskeletal Med	PGY2	2020	Total Average Ranked Programs	1.8
Osteo Neuromusculoskeletal Med	PGY2	2020	Change in No. of Programs	1
Osteo Neuromusculoskeletal Med	PGY2	2020	Change in Positions Offered	3
