Specialty	Year	Class	Name	Value
Family Med-Preventive Med	2022	PGY1	MD Senior Matches	0
Family Med-Preventive Med	2022	PGY1	Total Matches	2
Family Medicine	2012	PGY1	Positions Offered	2,740
Family Medicine	2012	PGY1	MD Senior Applicants	1,519
Family Medicine	2012	PGY1	Total Applicants	5,421
Family Medicine	2012	PGY1	MD Senior Matches	1,322
Family Medicine	2012	PGY1	Total Matches	2,591
Family Medicine	2013	PGY1	Positions Offered	3,037
Family Medicine	2013	PGY1	MD Senior Applicants	1,583
Family Medicine	2013	PGY1	Total Applicants	5,946
Family Medicine	2013	PGY1	MD Senior Matches	1,355
Family Medicine	2013	PGY1	Total Matches	2,914
Family Medicine	2014	PGY1	Positions Offered	3,109
Family Medicine	2014	PGY1	MD Senior Applicants	1,664
Family Medicine	2014	PGY1	Total Applicants	5,999
Family Medicine	2014	PGY1	MD Senior Matches	1,398
Family Medicine	2014	PGY1	Total Matches	2,977
Family Medicine	2015	PGY1	Positions Offered	3,195
Family Medicine	2015	PGY1	MD Senior Applicants	1,669
Family Medicine	2015	PGY1	Total Applicants	6,074
Family Medicine	2015	PGY1	MD Senior Matches	1,405
Family Medicine	2015	PGY1	Total Matches	3,039
Family Medicine	2016	PGY1	Positions Offered	3,238
Family Medicine	2016	PGY1	MD Senior Applicants	1,774
Family Medicine	2016	PGY1	Total Applicants	6,117
Family Medicine	2016	PGY1	MD Senior Matches	1,467
Family Medicine	2016	PGY1	Total Matches	3,083
Family Medicine	2017	PGY1	Positions Offered	3,356
Family Medicine	2017	PGY1	MD Senior Applicants	1,797
Family Medicine	2017	PGY1	Total Applicants	6,030
Family Medicine	2017	PGY1	MD Senior Matches	1,513
Family Medicine	2017	PGY1	Total Matches	3,215
Family Medicine	2018	PGY1	Positions Offered	3,629
Family Medicine	2018	PGY1	MD Senior Applicants	1,943
Family Medicine	2018	PGY1	Total Applicants	6,421
Family Medicine	2018	PGY1	MD Senior Matches	1,628
Family Medicine	2018	PGY1	Total Matches	3,510
Family Medicine	2019	PGY1	Positions Offered	4,107
Family Medicine	2019	PGY1	MD Senior Applicants	1,927
Family Medicine	2019	PGY1	Total Applicants	6,652
Family Medicine	2019	PGY1	MD Senior Matches	1,601
Family Medicine	2019	PGY1	Total Matches	3,827
Family Medicine	2020	PGY1	Positions Offered	4,662
Family Medicine	2020	PGY1	MD Senior Applicants	1,823
Family Medicine	2020	PGY1	Total Applicants	7,175
Family Medicine	2020	PGY1	MD Senior Matches	1,543
Family Medicine	2020	PGY1	Total Matches	4,313
Family Medicine	2021	PGY1	Positions Offered	4,823
Family Medicine	2021	PGY1	MD Senior Applicants	1,837
Family Medicine	2021	PGY1	Total Applicants	7,496
Family Medicine	2021	PGY1	MD Senior Matches	1,606
Family Medicine	2021	PGY1	Total Matches	4,472
Family Medicine	2022	PGY1	Positions Offered	4,916
Family Medicine	2022	PGY1	MD Senior Applicants	1,789
Family Medicine	2022	PGY1	Total Applicants	7,425
Family Medicine	2022	PGY1	MD Senior Matches	1,541
Family Medicine	2022	PGY1	Total Matches	4,451
Family Medicine-ONMM	2018	PGY1	Positions Offered	4
Family Medicine-ONMM	2018	PGY1	MD Senior Applicants	0
Family Medicine-ONMM	2018	PGY1	Total Applicants	10
Family Medicine-ONMM	2018	PGY1	MD Senior Matches	0
Family Medicine-ONMM	2018	PGY1	Total Matches	4
Family Medicine-ONMM	2019	PGY1	Positions Offered	1
Family Medicine-ONMM	2019	PGY1	MD Senior Applicants	0
Family Medicine-ONMM	2019	PGY1	Total Applicants	8
Family Medicine-ONMM	2019	PGY1	MD Senior Matches	0
Family Medicine-ONMM	2019	PGY1	Total Matches	1
Family Medicine-ONMM	2020	PGY1	Positions Offered	2
Family Medicine-ONMM	2020	PGY1	MD Senior Applicants	0
Family Medicine-ONMM	2020	PGY1	Total Applicants	12
Family Medicine-ONMM	2020	PGY1	MD Senior Matches	0
Family Medicine-ONMM	2020	PGY1	Total Matches	2
Internal Medicine (Categorical)	2012	PGY1	Positions Offered	5,277
Internal Medicine (Categorical)	2012	PGY1	MD Senior Applicants	3,451
Internal Medicine (Categorical)	2012	PGY1	Total Applicants	9,806
Internal Medicine (Categorical)	2012	PGY1	MD Senior Matches	2,941
Internal Medicine (Categorical)	2012	PGY1	Total Matches	5,226
Internal Medicine (Categorical)	2013	PGY1	Positions Offered	6,277
Internal Medicine (Categorical)	2013	PGY1	MD Senior Applicants	3,710
Internal Medicine (Categorical)	2013	PGY1	Total Applicants	11,030
Internal Medicine (Categorical)	2013	PGY1	MD Senior Matches	3,135
Internal Medicine (Categorical)	2013	PGY1	Total Matches	6,242
Internal Medicine (Categorical)	2014	PGY1	Positions Offered	6,524
Internal Medicine (Categorical)	2014	PGY1	MD Senior Applicants	3,762
Internal Medicine (Categorical)	2014	PGY1	Total Applicants	11,236
Internal Medicine (Categorical)	2014	PGY1	MD Senior Matches	3,167
Internal Medicine (Categorical)	2014	PGY1	Total Matches	6,465
Internal Medicine (Categorical)	2015	PGY1	Positions Offered	6,770
Internal Medicine (Categorical)	2015	PGY1	MD Senior Applicants	3,919
Internal Medicine (Categorical)	2015	PGY1	Total Applicants	11,411
Internal Medicine (Categorical)	2015	PGY1	MD Senior Matches	3,317
Internal Medicine (Categorical)	2015	PGY1	Total Matches	6,698
Internal Medicine (Categorical)	2016	PGY1	Positions Offered	7,024
Internal Medicine (Categorical)	2016	PGY1	MD Senior Applicants	3,885
Internal Medicine (Categorical)	2016	PGY1	Total Applicants	11,733
Internal Medicine (Categorical)	2016	PGY1	MD Senior Matches	3,291
Internal Medicine (Categorical)	2016	PGY1	Total Matches	6,938
Internal Medicine (Categorical)	2017	PGY1	Positions Offered	7,233
Internal Medicine (Categorical)	2017	PGY1	MD Senior Applicants	3,837
Internal Medicine (Categorical)	2017	PGY1	Total Applicants	11,666
Internal Medicine (Categorical)	2017	PGY1	MD Senior Matches	3,245
Internal Medicine (Categorical)	2017	PGY1	Total Matches	7,101
Internal Medicine (Categorical)	2018	PGY1	Positions Offered	7,542
Internal Medicine (Categorical)	2018	PGY1	MD Senior Applicants	3,737
Internal Medicine (Categorical)	2018	PGY1	Total Applicants	11,917
Internal Medicine (Categorical)	2018	PGY1	MD Senior Matches	3,195
Internal Medicine (Categorical)	2018	PGY1	Total Matches	7,363
Internal Medicine (Categorical)	2019	PGY1	Positions Offered	8,116
Internal Medicine (Categorical)	2019	PGY1	MD Senior Applicants	3,966
Internal Medicine (Categorical)	2019	PGY1	Total Applicants	12,527
Internal Medicine (Categorical)	2019	PGY1	MD Senior Matches	3,366
Internal Medicine (Categorical)	2019	PGY1	Total Matches	7,892
Internal Medicine (Categorical)	2020	PGY1	Positions Offered	8,697
Internal Medicine (Categorical)	2020	PGY1	MD Senior Applicants	4,131
Internal Medicine (Categorical)	2020	PGY1	Total Applicants	13,118
Internal Medicine (Categorical)	2020	PGY1	MD Senior Matches	3,496
Internal Medicine (Categorical)	2020	PGY1	Total Matches	8,324
Internal Medicine (Categorical)	2021	PGY1	Positions Offered	9,024
Internal Medicine (Categorical)	2021	PGY1	MD Senior Applicants	4,124
Internal Medicine (Categorical)	2021	PGY1	Total Applicants	13,787
Internal Medicine (Categorical)	2021	PGY1	MD Senior Matches	3,523
Internal Medicine (Categorical)	2021	PGY1	Total Matches	8,632
Internal Medicine (Categorical)	2022	PGY1	Positions Offered	9,380
Internal Medicine (Categorical)	2022	PGY1	MD Senior Applicants	4,120
Internal Medicine (Categorical)	2022	PGY1	Total Applicants	13,844
Internal Medicine (Categorical)	2022	PGY1	MD Senior Matches	3,491
Internal Medicine (Categorical)	2022	PGY1	Total Matches	8,915
Interventional Radiology (Integrated)	2016	PGY1	Positions Offered	3
Interventional Radiology (Integrated)	2016	PGY1	MD Senior Applicants	42
Interventional Radiology (Integrated)	2016	PGY1	Total Applicants	48
Interventional Radiology (Integrated)	2016	PGY1	MD Senior Matches	3
Interventional Radiology (Integrated)	2016	PGY1	Total Matches	3
Interventional Radiology (Integrated)	2017	PGY1	Positions Offered	29
Interventional Radiology (Integrated)	2017	PGY1	MD Senior Applicants	191
Interventional Radiology (Integrated)	2017	PGY1	Total Applicants	221
Interventional Radiology (Integrated)	2017	PGY1	MD Senior Matches	23
Interventional Radiology (Integrated)	2017	PGY1	Total Matches	27
Interventional Radiology (Integrated)	2018	PGY1	Positions Offered	35
Interventional Radiology (Integrated)	2018	PGY1	MD Senior Applicants	217
Interventional Radiology (Integrated)	2018	PGY1	Total Applicants	255
Interventional Radiology (Integrated)	2018	PGY1	MD Senior Matches	34
Interventional Radiology (Integrated)	2018	PGY1	Total Matches	35
Interventional Radiology (Integrated)	2019	PGY1	Positions Offered	37
Interventional Radiology (Integrated)	2019	PGY1	MD Senior Applicants	212
Interventional Radiology (Integrated)	2019	PGY1	Total Applicants	269
Interventional Radiology (Integrated)	2019	PGY1	MD Senior Matches	30
Interventional Radiology (Integrated)	2019	PGY1	Total Matches	37
Interventional Radiology (Integrated)	2020	PGY1	Positions Offered	38
Interventional Radiology (Integrated)	2020	PGY1	MD Senior Applicants	152
Interventional Radiology (Integrated)	2020	PGY1	Total Applicants	206
Interventional Radiology (Integrated)	2020	PGY1	MD Senior Matches	25
Interventional Radiology (Integrated)	2020	PGY1	Total Matches	37
Interventional Radiology (Integrated)	2021	PGY1	Positions Offered	41
Interventional Radiology (Integrated)	2021	PGY1	MD Senior Applicants	162
Interventional Radiology (Integrated)	2021	PGY1	Total Applicants	221
Interventional Radiology (Integrated)	2021	PGY1	MD Senior Matches	30
Interventional Radiology (Integrated)	2021	PGY1	Total Matches	38
Interventional Radiology (Integrated)	2022	PGY1	Positions Offered	45
Interventional Radiology (Integrated)	2022	PGY1	MD Senior Applicants	174
Interventional Radiology (Integrated)	2022	PGY1	Total Applicants	246
Interventional Radiology (Integrated)	2022	PGY1	MD Senior Matches	37
Interventional Radiology (Integrated)	2022	PGY1	Total Matches	45
Interventional Radiology (Integrated)	2016	PGY2	Positions Offered	11
Interventional Radiology (Integrated)	2016	PGY2	MD Senior Applicants	105
Interventional Radiology (Integrated)	2016	PGY2	Total Applicants	135
Interventional Radiology (Integrated)	2016	PGY2	MD Senior Matches	11
Interventional Radiology (Integrated)	2016	PGY2	Total Matches	11
Interventional Radiology (Integrated)	2017	PGY2	Positions Offered	95
Interventional Radiology (Integrated)	2017	PGY2	MD Senior Applicants	273
Interventional Radiology (Integrated)	2017	PGY2	Total Applicants	342
Interventional Radiology (Integrated)	2017	PGY2	MD Senior Matches	82
Interventional Radiology (Integrated)	2017	PGY2	Total Matches	91
Interventional Radiology (Integrated)	2018	PGY2	Positions Offered	98
Interventional Radiology (Integrated)	2018	PGY2	MD Senior Applicants	279
Interventional Radiology (Integrated)	2018	PGY2	Total Applicants	352
Interventional Radiology (Integrated)	2018	PGY2	MD Senior Matches	93
Interventional Radiology (Integrated)	2018	PGY2	Total Matches	98
Interventional Radiology (Integrated)	2019	PGY2	Positions Offered	113
Interventional Radiology (Integrated)	2019	PGY2	MD Senior Applicants	237
Interventional Radiology (Integrated)	2019	PGY2	Total Applicants	319
Interventional Radiology (Integrated)	2019	PGY2	MD Senior Matches	101
Interventional Radiology (Integrated)	2019	PGY2	Total Matches	113
Interventional Radiology (Integrated)	2020	PGY2	Positions Offered	118
Interventional Radiology (Integrated)	2020	PGY2	MD Senior Applicants	171
Interventional Radiology (Integrated)	2020	PGY2	Total Applicants	238
Interventional Radiology (Integrated)	2020	PGY2	MD Senior Matches	94
Interventional Radiology (Integrated)	2020	PGY2	Total Matches	111
Interventional Radiology (Integrated)	2021	PGY2	Positions Offered	121
Interventional Radiology (Integrated)	2021	PGY2	MD Senior Applicants	179
Interventional Radiology (Integrated)	2021	PGY2	Total Applicants	257
Interventional Radiology (Integrated)	2021	PGY2	MD Senior Matches	97
Interventional Radiology (Integrated)	2021	PGY2	Total Matches	117
Interventional Radiology (Integrated)	2022	PGY2	Positions Offered	123
Interventional Radiology (Integrated)	2022	PGY2	MD Senior Applicants	199
Interventional Radiology (Integrated)	2022	PGY2	Total Applicants	300
Interventional Radiology (Integrated)	2022	PGY2	MD Senior Matches	99
Interventional Radiology (Integrated)	2022	PGY2	Total Matches	123
Medical Genetics	2013	PGY1	Positions Offered	1
Medical Genetics	2013	PGY1	MD Senior Applicants	0
Medical Genetics	2013	PGY1	Total Applicants	4
Medical Genetics	2013	PGY1	MD Senior Matches	0
Medical Genetics	2013	PGY1	Total Matches	0
Medicine-Anesthesiology	2013	PGY1	Positions Offered	0
Medicine-Anesthesiology	2013	PGY1	MD Senior Applicants	13
Medicine-Anesthesiology	2013	PGY1	Total Applicants	14
Medicine-Anesthesiology	2013	PGY1	MD Senior Matches	0
Medicine-Anesthesiology	2013	PGY1	Total Matches	0
Medicine-Anesthesiology	2014	PGY1	Positions Offered	7
Medicine-Anesthesiology	2014	PGY1	MD Senior Applicants	31
Medicine-Anesthesiology	2014	PGY1	Total Applicants	37
Medicine-Anesthesiology	2014	PGY1	MD Senior Matches	5
Medicine-Anesthesiology	2014	PGY1	Total Matches	5
Medicine-Anesthesiology	2015	PGY1	Positions Offered	6
Medicine-Anesthesiology	2015	PGY1	MD Senior Applicants	26
Medicine-Anesthesiology	2015	PGY1	Total Applicants	34
Medicine-Anesthesiology	2015	PGY1	MD Senior Matches	4
Medicine-Anesthesiology	2015	PGY1	Total Matches	6
Medicine-Anesthesiology	2016	PGY1	Positions Offered	5
Medicine-Anesthesiology	2016	PGY1	MD Senior Applicants	20
Medicine-Anesthesiology	2016	PGY1	Total Applicants	20
Medicine-Anesthesiology	2016	PGY1	MD Senior Matches	5
Medicine-Anesthesiology	2016	PGY1	Total Matches	5
Medicine-Anesthesiology	2017	PGY1	Positions Offered	6
Medicine-Anesthesiology	2017	PGY1	MD Senior Applicants	17
Medicine-Anesthesiology	2017	PGY1	Total Applicants	20
Medicine-Anesthesiology	2017	PGY1	MD Senior Matches	4
Medicine-Anesthesiology	2017	PGY1	Total Matches	4
Medicine-Anesthesiology	2018	PGY1	Positions Offered	6
Medicine-Anesthesiology	2018	PGY1	MD Senior Applicants	25
Medicine-Anesthesiology	2018	PGY1	Total Applicants	32
Medicine-Anesthesiology	2018	PGY1	MD Senior Matches	6
Medicine-Anesthesiology	2018	PGY1	Total Matches	6
Medicine-Anesthesiology	2019	PGY1	Positions Offered	5
Medicine-Anesthesiology	2019	PGY1	MD Senior Applicants	20
Medicine-Anesthesiology	2019	PGY1	Total Applicants	26
Medicine-Anesthesiology	2019	PGY1	MD Senior Matches	4
Medicine-Anesthesiology	2019	PGY1	Total Matches	4
Medicine-Anesthesiology	2020	PGY1	Positions Offered	3
Medicine-Anesthesiology	2020	PGY1	MD Senior Applicants	13
Medicine-Anesthesiology	2020	PGY1	Total Applicants	19
Medicine-Anesthesiology	2020	PGY1	MD Senior Matches	3
Medicine-Anesthesiology	2020	PGY1	Total Matches	3
Medicine-Anesthesiology	2021	PGY1	Positions Offered	4
Medicine-Anesthesiology	2021	PGY1	MD Senior Applicants	16
Medicine-Anesthesiology	2021	PGY1	Total Applicants	23
Medicine-Anesthesiology	2021	PGY1	MD Senior Matches	4
Medicine-Anesthesiology	2021	PGY1	Total Matches	4
Medicine-Anesthesiology	2022	PGY1	Positions Offered	3
Medicine-Anesthesiology	2022	PGY1	MD Senior Applicants	15
Medicine-Anesthesiology	2022	PGY1	Total Applicants	20
Medicine-Anesthesiology	2022	PGY1	MD Senior Matches	2
Medicine-Anesthesiology	2022	PGY1	Total Matches	3
Medicine-Dermatology	2012	PGY1	Positions Offered	9
Medicine-Dermatology	2012	PGY1	MD Senior Applicants	31
Medicine-Dermatology	2012	PGY1	Total Applicants	33
Medicine-Dermatology	2012	PGY1	MD Senior Matches	8
Medicine-Dermatology	2012	PGY1	Total Matches	8
Medicine-Dermatology	2013	PGY1	Positions Offered	8
Medicine-Dermatology	2013	PGY1	MD Senior Applicants	38
Medicine-Dermatology	2013	PGY1	Total Applicants	42
Medicine-Dermatology	2013	PGY1	MD Senior Matches	7
Medicine-Dermatology	2013	PGY1	Total Matches	8
Medicine-Dermatology	2014	PGY1	Positions Offered	6
Medicine-Dermatology	2014	PGY1	MD Senior Applicants	32
Medicine-Dermatology	2014	PGY1	Total Applicants	35
Medicine-Dermatology	2014	PGY1	MD Senior Matches	6
Medicine-Dermatology	2014	PGY1	Total Matches	6
Medicine-Dermatology	2015	PGY1	Positions Offered	6
Medicine-Dermatology	2015	PGY1	MD Senior Applicants	28
Medicine-Dermatology	2015	PGY1	Total Applicants	30
Medicine-Dermatology	2015	PGY1	MD Senior Matches	6
Medicine-Dermatology	2015	PGY1	Total Matches	6
Medicine-Dermatology	2016	PGY1	Positions Offered	6
Medicine-Dermatology	2016	PGY1	MD Senior Applicants	30
Medicine-Dermatology	2016	PGY1	Total Applicants	30
Medicine-Dermatology	2016	PGY1	MD Senior Matches	6
Medicine-Dermatology	2016	PGY1	Total Matches	6
Medicine-Dermatology	2017	PGY1	Positions Offered	6
Medicine-Dermatology	2017	PGY1	MD Senior Applicants	30
Medicine-Dermatology	2017	PGY1	Total Applicants	33
Medicine-Dermatology	2017	PGY1	MD Senior Matches	6
Medicine-Dermatology	2017	PGY1	Total Matches	6
Medicine-Dermatology	2018	PGY1	Positions Offered	6
Medicine-Dermatology	2018	PGY1	MD Senior Applicants	34
Medicine-Dermatology	2018	PGY1	Total Applicants	35
Medicine-Dermatology	2018	PGY1	MD Senior Matches	5
Medicine-Dermatology	2018	PGY1	Total Matches	5
Medicine-Dermatology	2019	PGY1	Positions Offered	7
Medicine-Dermatology	2019	PGY1	MD Senior Applicants	29
Medicine-Dermatology	2019	PGY1	Total Applicants	30
Medicine-Dermatology	2019	PGY1	MD Senior Matches	6
Medicine-Dermatology	2019	PGY1	Total Matches	7
Medicine-Dermatology	2020	PGY1	Positions Offered	6
Medicine-Dermatology	2020	PGY1	MD Senior Applicants	23
Medicine-Dermatology	2020	PGY1	Total Applicants	25
Medicine-Dermatology	2020	PGY1	MD Senior Matches	5
Medicine-Dermatology	2020	PGY1	Total Matches	5
Medicine-Dermatology	2021	PGY1	Positions Offered	8
Medicine-Dermatology	2021	PGY1	MD Senior Applicants	27
Medicine-Dermatology	2021	PGY1	Total Applicants	32
Medicine-Dermatology	2021	PGY1	MD Senior Matches	7
Medicine-Dermatology	2021	PGY1	Total Matches	7
Medicine-Dermatology	2022	PGY1	Positions Offered	8
Medicine-Dermatology	2022	PGY1	MD Senior Applicants	34
Medicine-Dermatology	2022	PGY1	Total Applicants	42
Medicine-Dermatology	2022	PGY1	MD Senior Matches	7
Medicine-Dermatology	2022	PGY1	Total Matches	8
Medicine-Emergency Med	2012	PGY1	Positions Offered	26
Medicine-Emergency Med	2012	PGY1	MD Senior Applicants	40
Medicine-Emergency Med	2012	PGY1	Total Applicants	70
Medicine-Emergency Med	2012	PGY1	MD Senior Matches	17
Medicine-Emergency Med	2012	PGY1	Total Matches	22
Medicine-Emergency Med	2013	PGY1	Positions Offered	27
Medicine-Emergency Med	2013	PGY1	MD Senior Applicants	74
Medicine-Emergency Med	2013	PGY1	Total Applicants	101
Medicine-Emergency Med	2013	PGY1	MD Senior Matches	23
Medicine-Emergency Med	2013	PGY1	Total Matches	27
Medicine-Emergency Med	2014	PGY1	Positions Offered	28
Medicine-Emergency Med	2014	PGY1	MD Senior Applicants	60
Medicine-Emergency Med	2014	PGY1	Total Applicants	91
Medicine-Emergency Med	2014	PGY1	MD Senior Matches	24
Medicine-Emergency Med	2014	PGY1	Total Matches	28
Medicine-Emergency Med	2015	PGY1	Positions Offered	28
Medicine-Emergency Med	2015	PGY1	MD Senior Applicants	56
Medicine-Emergency Med	2015	PGY1	Total Applicants	84
Medicine-Emergency Med	2015	PGY1	MD Senior Matches	23
Medicine-Emergency Med	2015	PGY1	Total Matches	27
Medicine-Emergency Med	2016	PGY1	Positions Offered	29
Medicine-Emergency Med	2016	PGY1	MD Senior Applicants	58
Medicine-Emergency Med	2016	PGY1	Total Applicants	98
Medicine-Emergency Med	2016	PGY1	MD Senior Matches	24
Medicine-Emergency Med	2016	PGY1	Total Matches	27
Medicine-Emergency Med	2017	PGY1	Positions Offered	26
Medicine-Emergency Med	2017	PGY1	MD Senior Applicants	63
Medicine-Emergency Med	2017	PGY1	Total Applicants	95
Medicine-Emergency Med	2017	PGY1	MD Senior Matches	21
Medicine-Emergency Med	2017	PGY1	Total Matches	26
Medicine-Emergency Med	2018	PGY1	Positions Offered	26
Medicine-Emergency Med	2018	PGY1	MD Senior Applicants	60
Medicine-Emergency Med	2018	PGY1	Total Applicants	94
Medicine-Emergency Med	2018	PGY1	MD Senior Matches	22
Medicine-Emergency Med	2018	PGY1	Total Matches	26
Medicine-Emergency Med	2019	PGY1	Positions Offered	26
Medicine-Emergency Med	2019	PGY1	MD Senior Applicants	58
Medicine-Emergency Med	2019	PGY1	Total Applicants	92
Medicine-Emergency Med	2019	PGY1	MD Senior Matches	20
Medicine-Emergency Med	2019	PGY1	Total Matches	26
Medicine-Emergency Med	2020	PGY1	Positions Offered	30
Medicine-Emergency Med	2020	PGY1	MD Senior Applicants	59
Medicine-Emergency Med	2020	PGY1	Total Applicants	111
Medicine-Emergency Med	2020	PGY1	MD Senior Matches	19
Medicine-Emergency Med	2020	PGY1	Total Matches	30
Medicine-Emergency Med	2021	PGY1	Positions Offered	31
Medicine-Emergency Med	2021	PGY1	MD Senior Applicants	65
Medicine-Emergency Med	2021	PGY1	Total Applicants	122
Medicine-Emergency Med	2021	PGY1	MD Senior Matches	19
Medicine-Emergency Med	2021	PGY1	Total Matches	31
Medicine-Emergency Med	2022	PGY1	Positions Offered	31
Medicine-Emergency Med	2022	PGY1	MD Senior Applicants	72
Medicine-Emergency Med	2022	PGY1	Total Applicants	120
Medicine-Emergency Med	2022	PGY1	MD Senior Matches	22
Medicine-Emergency Med	2022	PGY1	Total Matches	31
Medicine-Family Medicine	2012	PGY1	Positions Offered	4
Medicine-Family Medicine	2012	PGY1	MD Senior Applicants	11
Medicine-Family Medicine	2012	PGY1	Total Applicants	21
Medicine-Family Medicine	2012	PGY1	MD Senior Matches	2
Medicine-Family Medicine	2012	PGY1	Total Matches	4
Medicine-Family Medicine	2013	PGY1	Positions Offered	4
Medicine-Family Medicine	2013	PGY1	MD Senior Applicants	19
Medicine-Family Medicine	2013	PGY1	Total Applicants	36
Medicine-Family Medicine	2013	PGY1	MD Senior Matches	2
Medicine-Family Medicine	2013	PGY1	Total Matches	4
Medicine-Family Medicine	2014	PGY1	Positions Offered	4
Medicine-Family Medicine	2014	PGY1	MD Senior Applicants	16
Medicine-Family Medicine	2014	PGY1	Total Applicants	37
Medicine-Family Medicine	2014	PGY1	MD Senior Matches	3
Medicine-Family Medicine	2014	PGY1	Total Matches	4
Medicine-Family Medicine	2015	PGY1	Positions Offered	2
Medicine-Family Medicine	2015	PGY1	MD Senior Applicants	8
Medicine-Family Medicine	2015	PGY1	Total Applicants	10
Medicine-Family Medicine	2015	PGY1	MD Senior Matches	1
Medicine-Family Medicine	2015	PGY1	Total Matches	2
Medicine-Family Medicine	2016	PGY1	Positions Offered	2
Medicine-Family Medicine	2016	PGY1	MD Senior Applicants	12
Medicine-Family Medicine	2016	PGY1	Total Applicants	20
Medicine-Family Medicine	2016	PGY1	MD Senior Matches	2
Medicine-Family Medicine	2016	PGY1	Total Matches	2
Medicine-Family Medicine	2017	PGY1	Positions Offered	2
Medicine-Family Medicine	2017	PGY1	MD Senior Applicants	5
Medicine-Family Medicine	2017	PGY1	Total Applicants	7
Medicine-Family Medicine	2017	PGY1	MD Senior Matches	2
Medicine-Family Medicine	2017	PGY1	Total Matches	2
Medicine-Family Medicine	2018	PGY1	Positions Offered	2
Medicine-Family Medicine	2018	PGY1	MD Senior Applicants	7
Medicine-Family Medicine	2018	PGY1	Total Applicants	14
Medicine-Family Medicine	2018	PGY1	MD Senior Matches	2
Medicine-Family Medicine	2018	PGY1	Total Matches	2
Medicine-Medical Genetics	2012	PGY1	Positions Offered	1
Medicine-Medical Genetics	2012	PGY1	MD Senior Applicants	3
Medicine-Medical Genetics	2012	PGY1	Total Applicants	5
Medicine-Medical Genetics	2012	PGY1	MD Senior Matches	1
Medicine-Medical Genetics	2012	PGY1	Total Matches	1
Medicine-Medical Genetics	2013	PGY1	Positions Offered	2
Medicine-Medical Genetics	2013	PGY1	MD Senior Applicants	6
Medicine-Medical Genetics	2013	PGY1	Total Applicants	10
Medicine-Medical Genetics	2013	PGY1	MD Senior Matches	1
Medicine-Medical Genetics	2013	PGY1	Total Matches	1
Medicine-Medical Genetics	2014	PGY1	Positions Offered	3
Medicine-Medical Genetics	2014	PGY1	MD Senior Applicants	5
Medicine-Medical Genetics	2014	PGY1	Total Applicants	6
Medicine-Medical Genetics	2014	PGY1	MD Senior Matches	0
Medicine-Medical Genetics	2014	PGY1	Total Matches	0
Medicine-Medical Genetics	2015	PGY1	Positions Offered	4
Medicine-Medical Genetics	2015	PGY1	MD Senior Applicants	3
Medicine-Medical Genetics	2015	PGY1	Total Applicants	11
Medicine-Medical Genetics	2015	PGY1	MD Senior Matches	2
Medicine-Medical Genetics	2015	PGY1	Total Matches	4
Medicine-Medical Genetics	2016	PGY1	Positions Offered	1
Medicine-Medical Genetics	2016	PGY1	MD Senior Applicants	0
Medicine-Medical Genetics	2016	PGY1	Total Applicants	6
Medicine-Medical Genetics	2016	PGY1	MD Senior Matches	0
Medicine-Medical Genetics	2016	PGY1	Total Matches	0
Medicine-Medical Genetics	2017	PGY1	Positions Offered	2
Medicine-Medical Genetics	2017	PGY1	MD Senior Applicants	4
Medicine-Medical Genetics	2017	PGY1	Total Applicants	8
Medicine-Medical Genetics	2017	PGY1	MD Senior Matches	1
Medicine-Medical Genetics	2017	PGY1	Total Matches	1
Medicine-Medical Genetics	2018	PGY1	Positions Offered	1
Medicine-Medical Genetics	2018	PGY1	MD Senior Applicants	2
Medicine-Medical Genetics	2018	PGY1	Total Applicants	3
Medicine-Medical Genetics	2018	PGY1	MD Senior Matches	1
Medicine-Medical Genetics	2018	PGY1	Total Matches	1
Medicine-Medical Genetics	2019	PGY1	Positions Offered	3
Medicine-Medical Genetics	2019	PGY1	MD Senior Applicants	4
Medicine-Medical Genetics	2019	PGY1	Total Applicants	11
Medicine-Medical Genetics	2019	PGY1	MD Senior Matches	1
Medicine-Medical Genetics	2019	PGY1	Total Matches	1
Medicine-Medical Genetics	2020	PGY1	Positions Offered	4
Medicine-Medical Genetics	2020	PGY1	MD Senior Applicants	4
Medicine-Medical Genetics	2020	PGY1	Total Applicants	8
Medicine-Medical Genetics	2020	PGY1	MD Senior Matches	2
Medicine-Medical Genetics	2020	PGY1	Total Matches	3
Medicine-Medical Genetics	2021	PGY1	Positions Offered	4
Medicine-Medical Genetics	2021	PGY1	MD Senior Applicants	7
Medicine-Medical Genetics	2021	PGY1	Total Applicants	13
Medicine-Medical Genetics	2021	PGY1	MD Senior Matches	3
Medicine-Medical Genetics	2021	PGY1	Total Matches	4
Medicine-Medical Genetics	2022	PGY1	Positions Offered	5
Medicine-Medical Genetics	2022	PGY1	MD Senior Applicants	9
Medicine-Medical Genetics	2022	PGY1	Total Applicants	17
Medicine-Medical Genetics	2022	PGY1	MD Senior Matches	3
Medicine-Medical Genetics	2022	PGY1	Total Matches	3
Medicine-Neurology	2012	PGY1	Positions Offered	2
Medicine-Neurology	2012	PGY1	MD Senior Applicants	5
Medicine-Neurology	2012	PGY1	Total Applicants	7
Medicine-Neurology	2012	PGY1	MD Senior Matches	2
Medicine-Neurology	2012	PGY1	Total Matches	2
Medicine-Neurology	2013	PGY1	Positions Offered	2
Medicine-Neurology	2013	PGY1	MD Senior Applicants	2
