Specialty	Year	Class	Name	Value
Medicine-Neurology	2013	PGY1	Total Applicants	4
Medicine-Neurology	2013	PGY1	MD Senior Matches	0
Medicine-Neurology	2013	PGY1	Total Matches	1
Medicine-Neurology	2014	PGY1	Positions Offered	1
Medicine-Neurology	2014	PGY1	MD Senior Applicants	2
Medicine-Neurology	2014	PGY1	Total Applicants	3
Medicine-Neurology	2014	PGY1	MD Senior Matches	1
Medicine-Neurology	2014	PGY1	Total Matches	1
Medicine-Neurology	2015	PGY1	Positions Offered	1
Medicine-Neurology	2015	PGY1	MD Senior Applicants	1
Medicine-Neurology	2015	PGY1	Total Applicants	2
Medicine-Neurology	2015	PGY1	MD Senior Matches	0
Medicine-Neurology	2015	PGY1	Total Matches	0
Medicine-Pediatrics	2012	PGY1	Positions Offered	362
Medicine-Pediatrics	2012	PGY1	MD Senior Applicants	342
Medicine-Pediatrics	2012	PGY1	Total Applicants	560
Medicine-Pediatrics	2012	PGY1	MD Senior Matches	276
Medicine-Pediatrics	2012	PGY1	Total Matches	344
Medicine-Pediatrics	2013	PGY1	Positions Offered	366
Medicine-Pediatrics	2013	PGY1	MD Senior Applicants	391
Medicine-Pediatrics	2013	PGY1	Total Applicants	603
Medicine-Pediatrics	2013	PGY1	MD Senior Matches	312
Medicine-Pediatrics	2013	PGY1	Total Matches	363
Medicine-Pediatrics	2014	PGY1	Positions Offered	374
Medicine-Pediatrics	2014	PGY1	MD Senior Applicants	334
Medicine-Pediatrics	2014	PGY1	Total Applicants	582
Medicine-Pediatrics	2014	PGY1	MD Senior Matches	284
Medicine-Pediatrics	2014	PGY1	Total Matches	362
Medicine-Pediatrics	2015	PGY1	Positions Offered	380
Medicine-Pediatrics	2015	PGY1	MD Senior Applicants	396
Medicine-Pediatrics	2015	PGY1	Total Applicants	625
Medicine-Pediatrics	2015	PGY1	MD Senior Matches	319
Medicine-Pediatrics	2015	PGY1	Total Matches	379
Medicine-Pediatrics	2016	PGY1	Positions Offered	386
Medicine-Pediatrics	2016	PGY1	MD Senior Applicants	422
Medicine-Pediatrics	2016	PGY1	Total Applicants	607
Medicine-Pediatrics	2016	PGY1	MD Senior Matches	329
Medicine-Pediatrics	2016	PGY1	Total Matches	384
Medicine-Pediatrics	2017	PGY1	Positions Offered	381
Medicine-Pediatrics	2017	PGY1	MD Senior Applicants	342
Medicine-Pediatrics	2017	PGY1	Total Applicants	507
Medicine-Pediatrics	2017	PGY1	MD Senior Matches	291
Medicine-Pediatrics	2017	PGY1	Total Matches	356
Medicine-Pediatrics	2018	PGY1	Positions Offered	382
Medicine-Pediatrics	2018	PGY1	MD Senior Applicants	374
Medicine-Pediatrics	2018	PGY1	Total Applicants	580
Medicine-Pediatrics	2018	PGY1	MD Senior Matches	306
Medicine-Pediatrics	2018	PGY1	Total Matches	377
Medicine-Pediatrics	2019	PGY1	Positions Offered	390
Medicine-Pediatrics	2019	PGY1	MD Senior Applicants	372
Medicine-Pediatrics	2019	PGY1	Total Applicants	591
Medicine-Pediatrics	2019	PGY1	MD Senior Matches	315
Medicine-Pediatrics	2019	PGY1	Total Matches	383
Medicine-Pediatrics	2020	PGY1	Positions Offered	390
Medicine-Pediatrics	2020	PGY1	MD Senior Applicants	399
Medicine-Pediatrics	2020	PGY1	Total Applicants	606
Medicine-Pediatrics	2020	PGY1	MD Senior Matches	316
Medicine-Pediatrics	2020	PGY1	Total Matches	381
Medicine-Pediatrics	2021	PGY1	Positions Offered	385
Medicine-Pediatrics	2021	PGY1	MD Senior Applicants	388
Medicine-Pediatrics	2021	PGY1	Total Applicants	603
Medicine-Pediatrics	2021	PGY1	MD Senior Matches	313
Medicine-Pediatrics	2021	PGY1	Total Matches	385
Medicine-Pediatrics	2022	PGY1	Positions Offered	392
Medicine-Pediatrics	2022	PGY1	MD Senior Applicants	403
Medicine-Pediatrics	2022	PGY1	Total Applicants	587
Medicine-Pediatrics	2022	PGY1	MD Senior Matches	332
Medicine-Pediatrics	2022	PGY1	Total Matches	392
Medicine-Preliminary (PGY-1 Only)	2012	PGY1	Positions Offered	1,861
Medicine-Preliminary (PGY-1 Only)	2012	PGY1	MD Senior Applicants	3,345
Medicine-Preliminary (PGY-1 Only)	2012	PGY1	Total Applicants	5,054
Medicine-Preliminary (PGY-1 Only)	2012	PGY1	MD Senior Matches	1,427
Medicine-Preliminary (PGY-1 Only)	2012	PGY1	Total Matches	1,738
Medicine-Preliminary (PGY-1 Only)	2013	PGY1	Positions Offered	1,883
Medicine-Preliminary (PGY-1 Only)	2013	PGY1	MD Senior Applicants	3,359
Medicine-Preliminary (PGY-1 Only)	2013	PGY1	Total Applicants	5,134
Medicine-Preliminary (PGY-1 Only)	2013	PGY1	MD Senior Matches	1,429
Medicine-Preliminary (PGY-1 Only)	2013	PGY1	Total Matches	1,809
Medicine-Preliminary (PGY-1 Only)	2014	PGY1	Positions Offered	1,905
Medicine-Preliminary (PGY-1 Only)	2014	PGY1	MD Senior Applicants	3,400
Medicine-Preliminary (PGY-1 Only)	2014	PGY1	Total Applicants	5,329
Medicine-Preliminary (PGY-1 Only)	2014	PGY1	MD Senior Matches	1,477
Medicine-Preliminary (PGY-1 Only)	2014	PGY1	Total Matches	1,825
Medicine-Preliminary (PGY-1 Only)	2015	PGY1	Positions Offered	1,928
Medicine-Preliminary (PGY-1 Only)	2015	PGY1	MD Senior Applicants	3,259
Medicine-Preliminary (PGY-1 Only)	2015	PGY1	Total Applicants	5,239
Medicine-Preliminary (PGY-1 Only)	2015	PGY1	MD Senior Matches	1,388
Medicine-Preliminary (PGY-1 Only)	2015	PGY1	Total Matches	1,805
Medicine-Preliminary (PGY-1 Only)	2016	PGY1	Positions Offered	1,918
Medicine-Preliminary (PGY-1 Only)	2016	PGY1	MD Senior Applicants	3,353
Medicine-Preliminary (PGY-1 Only)	2016	PGY1	Total Applicants	5,427
Medicine-Preliminary (PGY-1 Only)	2016	PGY1	MD Senior Matches	1,415
Medicine-Preliminary (PGY-1 Only)	2016	PGY1	Total Matches	1,818
Medicine-Preliminary (PGY-1 Only)	2017	PGY1	Positions Offered	1,915
Medicine-Preliminary (PGY-1 Only)	2017	PGY1	MD Senior Applicants	3,362
Medicine-Preliminary (PGY-1 Only)	2017	PGY1	Total Applicants	5,585
Medicine-Preliminary (PGY-1 Only)	2017	PGY1	MD Senior Matches	1,436
Medicine-Preliminary (PGY-1 Only)	2017	PGY1	Total Matches	1,843
Medicine-Preliminary (PGY-1 Only)	2018	PGY1	Positions Offered	1,883
Medicine-Preliminary (PGY-1 Only)	2018	PGY1	MD Senior Applicants	3,426
Medicine-Preliminary (PGY-1 Only)	2018	PGY1	Total Applicants	5,524
Medicine-Preliminary (PGY-1 Only)	2018	PGY1	MD Senior Matches	1,370
Medicine-Preliminary (PGY-1 Only)	2018	PGY1	Total Matches	1,762
Medicine-Preliminary (PGY-1 Only)	2019	PGY1	Positions Offered	1,944
Medicine-Preliminary (PGY-1 Only)	2019	PGY1	MD Senior Applicants	3,403
Medicine-Preliminary (PGY-1 Only)	2019	PGY1	Total Applicants	5,636
Medicine-Preliminary (PGY-1 Only)	2019	PGY1	MD Senior Matches	1,356
Medicine-Preliminary (PGY-1 Only)	2019	PGY1	Total Matches	1,796
Medicine-Preliminary (PGY-1 Only)	2020	PGY1	Positions Offered	1,911
Medicine-Preliminary (PGY-1 Only)	2020	PGY1	MD Senior Applicants	3,402
Medicine-Preliminary (PGY-1 Only)	2020	PGY1	Total Applicants	5,692
Medicine-Preliminary (PGY-1 Only)	2020	PGY1	MD Senior Matches	1,313
Medicine-Preliminary (PGY-1 Only)	2020	PGY1	Total Matches	1,759
Medicine-Preliminary (PGY-1 Only)	2021	PGY1	Positions Offered	1,833
Medicine-Preliminary (PGY-1 Only)	2021	PGY1	MD Senior Applicants	3,347
Medicine-Preliminary (PGY-1 Only)	2021	PGY1	Total Applicants	5,640
Medicine-Preliminary (PGY-1 Only)	2021	PGY1	MD Senior Matches	1,210
Medicine-Preliminary (PGY-1 Only)	2021	PGY1	Total Matches	1,639
Medicine-Preliminary (PGY-1 Only)	2022	PGY1	Positions Offered	1,774
Medicine-Preliminary (PGY-1 Only)	2022	PGY1	MD Senior Applicants	3,644
Medicine-Preliminary (PGY-1 Only)	2022	PGY1	Total Applicants	5,804
Medicine-Preliminary (PGY-1 Only)	2022	PGY1	MD Senior Matches	1,261
Medicine-Preliminary (PGY-1 Only)	2022	PGY1	Total Matches	1,624
Medicine-Preventive Med	2012	PGY1	Positions Offered	5
Medicine-Preventive Med	2012	PGY1	MD Senior Applicants	24
Medicine-Preventive Med	2012	PGY1	Total Applicants	108
Medicine-Preventive Med	2012	PGY1	MD Senior Matches	2
Medicine-Preventive Med	2012	PGY1	Total Matches	4
Medicine-Preventive Med	2013	PGY1	Positions Offered	7
Medicine-Preventive Med	2013	PGY1	MD Senior Applicants	53
Medicine-Preventive Med	2013	PGY1	Total Applicants	140
Medicine-Preventive Med	2013	PGY1	MD Senior Matches	3
Medicine-Preventive Med	2013	PGY1	Total Matches	7
Medicine-Preventive Med	2014	PGY1	Positions Offered	7
Medicine-Preventive Med	2014	PGY1	MD Senior Applicants	37
Medicine-Preventive Med	2014	PGY1	Total Applicants	104
Medicine-Preventive Med	2014	PGY1	MD Senior Matches	2
Medicine-Preventive Med	2014	PGY1	Total Matches	7
Medicine-Preventive Med	2015	PGY1	Positions Offered	7
Medicine-Preventive Med	2015	PGY1	MD Senior Applicants	40
Medicine-Preventive Med	2015	PGY1	Total Applicants	94
Medicine-Preventive Med	2015	PGY1	MD Senior Matches	4
Medicine-Preventive Med	2015	PGY1	Total Matches	7
Medicine-Preventive Med	2016	PGY1	Positions Offered	7
Medicine-Preventive Med	2016	PGY1	MD Senior Applicants	38
Medicine-Preventive Med	2016	PGY1	Total Applicants	111
Medicine-Preventive Med	2016	PGY1	MD Senior Matches	3
Medicine-Preventive Med	2016	PGY1	Total Matches	6
Medicine-Preventive Med	2017	PGY1	Positions Offered	8
Medicine-Preventive Med	2017	PGY1	MD Senior Applicants	38
Medicine-Preventive Med	2017	PGY1	Total Applicants	109
Medicine-Preventive Med	2017	PGY1	MD Senior Matches	2
Medicine-Preventive Med	2017	PGY1	Total Matches	6
Medicine-Preventive Med	2018	PGY1	Positions Offered	6
Medicine-Preventive Med	2018	PGY1	MD Senior Applicants	29
Medicine-Preventive Med	2018	PGY1	Total Applicants	79
Medicine-Preventive Med	2018	PGY1	MD Senior Matches	4
Medicine-Preventive Med	2018	PGY1	Total Matches	6
Medicine-Preventive Med	2019	PGY1	Positions Offered	6
Medicine-Preventive Med	2019	PGY1	MD Senior Applicants	28
Medicine-Preventive Med	2019	PGY1	Total Applicants	104
Medicine-Preventive Med	2019	PGY1	MD Senior Matches	2
Medicine-Preventive Med	2019	PGY1	Total Matches	6
Medicine-Preventive Med	2020	PGY1	Positions Offered	7
Medicine-Preventive Med	2020	PGY1	MD Senior Applicants	44
Medicine-Preventive Med	2020	PGY1	Total Applicants	113
Medicine-Preventive Med	2020	PGY1	MD Senior Matches	4
Medicine-Preventive Med	2020	PGY1	Total Matches	7
Medicine-Preventive Med	2021	PGY1	Positions Offered	5
Medicine-Preventive Med	2021	PGY1	MD Senior Applicants	25
Medicine-Preventive Med	2021	PGY1	Total Applicants	100
Medicine-Preventive Med	2021	PGY1	MD Senior Matches	2
Medicine-Preventive Med	2021	PGY1	Total Matches	5
Medicine-Preventive Med	2022	PGY1	Positions Offered	8
Medicine-Preventive Med	2022	PGY1	MD Senior Applicants	31
Medicine-Preventive Med	2022	PGY1	Total Applicants	108
Medicine-Preventive Med	2022	PGY1	MD Senior Matches	5
Medicine-Preventive Med	2022	PGY1	Total Matches	8
Medicine-Primary	2012	PGY1	Positions Offered	311
Medicine-Primary	2012	PGY1	MD Senior Applicants	718
Medicine-Primary	2012	PGY1	Total Applicants	2,206
Medicine-Primary	2012	PGY1	MD Senior Matches	186
Medicine-Primary	2012	PGY1	Total Matches	300
Medicine-Primary	2013	PGY1	Positions Offered	335
Medicine-Primary	2013	PGY1	MD Senior Applicants	756
Medicine-Primary	2013	PGY1	Total Applicants	2,165
Medicine-Primary	2013	PGY1	MD Senior Matches	200
Medicine-Primary	2013	PGY1	Total Matches	331
Medicine-Primary	2014	PGY1	Positions Offered	335
Medicine-Primary	2014	PGY1	MD Senior Applicants	781
Medicine-Primary	2014	PGY1	Total Applicants	2,012
Medicine-Primary	2014	PGY1	MD Senior Matches	202
Medicine-Primary	2014	PGY1	Total Matches	333
Medicine-Primary	2015	PGY1	Positions Offered	341
Medicine-Primary	2015	PGY1	MD Senior Applicants	709
Medicine-Primary	2015	PGY1	Total Applicants	2,185
Medicine-Primary	2015	PGY1	MD Senior Matches	206
Medicine-Primary	2015	PGY1	Total Matches	339
Medicine-Primary	2016	PGY1	Positions Offered	328
Medicine-Primary	2016	PGY1	MD Senior Applicants	663
Medicine-Primary	2016	PGY1	Total Applicants	2,056
Medicine-Primary	2016	PGY1	MD Senior Matches	210
Medicine-Primary	2016	PGY1	Total Matches	325
Medicine-Primary	2017	PGY1	Positions Offered	341
Medicine-Primary	2017	PGY1	MD Senior Applicants	713
Medicine-Primary	2017	PGY1	Total Applicants	1,890
Medicine-Primary	2017	PGY1	MD Senior Matches	224
Medicine-Primary	2017	PGY1	Total Matches	341
Medicine-Primary	2018	PGY1	Positions Offered	374
Medicine-Primary	2018	PGY1	MD Senior Applicants	763
Medicine-Primary	2018	PGY1	Total Applicants	1,951
Medicine-Primary	2018	PGY1	MD Senior Matches	229
Medicine-Primary	2018	PGY1	Total Matches	372
Medicine-Primary	2019	PGY1	Positions Offered	396
Medicine-Primary	2019	PGY1	MD Senior Applicants	766
Medicine-Primary	2019	PGY1	Total Applicants	2,218
Medicine-Primary	2019	PGY1	MD Senior Matches	239
Medicine-Primary	2019	PGY1	Total Matches	386
Medicine-Primary	2020	PGY1	Positions Offered	430
Medicine-Primary	2020	PGY1	MD Senior Applicants	855
Medicine-Primary	2020	PGY1	Total Applicants	2,547
Medicine-Primary	2020	PGY1	MD Senior Matches	247
Medicine-Primary	2020	PGY1	Total Matches	423
Medicine-Primary	2021	PGY1	Positions Offered	441
Medicine-Primary	2021	PGY1	MD Senior Applicants	817
Medicine-Primary	2021	PGY1	Total Applicants	2,561
Medicine-Primary	2021	PGY1	MD Senior Matches	251
Medicine-Primary	2021	PGY1	Total Matches	437
Medicine-Primary	2022	PGY1	Positions Offered	429
Medicine-Primary	2022	PGY1	MD Senior Applicants	851
Medicine-Primary	2022	PGY1	Total Applicants	2,382
Medicine-Primary	2022	PGY1	MD Senior Matches	248
Medicine-Primary	2022	PGY1	Total Matches	424
Medicine-Psychiatry	2012	PGY1	Positions Offered	20
Medicine-Psychiatry	2012	PGY1	MD Senior Applicants	25
Medicine-Psychiatry	2012	PGY1	Total Applicants	63
Medicine-Psychiatry	2012	PGY1	MD Senior Matches	12
Medicine-Psychiatry	2012	PGY1	Total Matches	18
Medicine-Psychiatry	2013	PGY1	Positions Offered	17
Medicine-Psychiatry	2013	PGY1	MD Senior Applicants	30
Medicine-Psychiatry	2013	PGY1	Total Applicants	61
Medicine-Psychiatry	2013	PGY1	MD Senior Matches	12
Medicine-Psychiatry	2013	PGY1	Total Matches	16
Medicine-Psychiatry	2014	PGY1	Positions Offered	18
Medicine-Psychiatry	2014	PGY1	MD Senior Applicants	23
Medicine-Psychiatry	2014	PGY1	Total Applicants	63
Medicine-Psychiatry	2014	PGY1	MD Senior Matches	10
Medicine-Psychiatry	2014	PGY1	Total Matches	16
Medicine-Psychiatry	2015	PGY1	Positions Offered	21
Medicine-Psychiatry	2015	PGY1	MD Senior Applicants	30
Medicine-Psychiatry	2015	PGY1	Total Applicants	68
Medicine-Psychiatry	2015	PGY1	MD Senior Matches	13
Medicine-Psychiatry	2015	PGY1	Total Matches	21
Medicine-Psychiatry	2016	PGY1	Positions Offered	23
Medicine-Psychiatry	2016	PGY1	MD Senior Applicants	40
Medicine-Psychiatry	2016	PGY1	Total Applicants	79
Medicine-Psychiatry	2016	PGY1	MD Senior Matches	19
Medicine-Psychiatry	2016	PGY1	Total Matches	23
Medicine-Psychiatry	2017	PGY1	Positions Offered	24
Medicine-Psychiatry	2017	PGY1	MD Senior Applicants	52
Medicine-Psychiatry	2017	PGY1	Total Applicants	96
Medicine-Psychiatry	2017	PGY1	MD Senior Matches	15
Medicine-Psychiatry	2017	PGY1	Total Matches	24
Medicine-Psychiatry	2018	PGY1	Positions Offered	24
Medicine-Psychiatry	2018	PGY1	MD Senior Applicants	48
Medicine-Psychiatry	2018	PGY1	Total Applicants	88
Medicine-Psychiatry	2018	PGY1	MD Senior Matches	20
Medicine-Psychiatry	2018	PGY1	Total Matches	24
Medicine-Psychiatry	2019	PGY1	Positions Offered	23
Medicine-Psychiatry	2019	PGY1	MD Senior Applicants	55
Medicine-Psychiatry	2019	PGY1	Total Applicants	105
Medicine-Psychiatry	2019	PGY1	MD Senior Matches	18
Medicine-Psychiatry	2019	PGY1	Total Matches	23
Medicine-Psychiatry	2020	PGY1	Positions Offered	23
Medicine-Psychiatry	2020	PGY1	MD Senior Applicants	52
Medicine-Psychiatry	2020	PGY1	Total Applicants	90
Medicine-Psychiatry	2020	PGY1	MD Senior Matches	18
Medicine-Psychiatry	2020	PGY1	Total Matches	23
Medicine-Psychiatry	2021	PGY1	Positions Offered	24
Medicine-Psychiatry	2021	PGY1	MD Senior Applicants	69
Medicine-Psychiatry	2021	PGY1	Total Applicants	94
Medicine-Psychiatry	2021	PGY1	MD Senior Matches	22
Medicine-Psychiatry	2021	PGY1	Total Matches	24
Medicine-Psychiatry	2022	PGY1	Positions Offered	24
Medicine-Psychiatry	2022	PGY1	MD Senior Applicants	63
Medicine-Psychiatry	2022	PGY1	Total Applicants	95
Medicine-Psychiatry	2022	PGY1	MD Senior Matches	20
Medicine-Psychiatry	2022	PGY1	Total Matches	24
Neurodevelopmental Disabilities	2012	PGY1	Positions Offered	3
Neurodevelopmental Disabilities	2012	PGY1	MD Senior Applicants	5
Neurodevelopmental Disabilities	2012	PGY1	Total Applicants	6
Neurodevelopmental Disabilities	2012	PGY1	MD Senior Matches	0
Neurodevelopmental Disabilities	2012	PGY1	Total Matches	1
Neurodevelopmental Disabilities	2013	PGY1	Positions Offered	3
Neurodevelopmental Disabilities	2013	PGY1	MD Senior Applicants	4
Neurodevelopmental Disabilities	2013	PGY1	Total Applicants	8
Neurodevelopmental Disabilities	2013	PGY1	MD Senior Matches	1
Neurodevelopmental Disabilities	2013	PGY1	Total Matches	2
Neurodevelopmental Disabilities	2014	PGY1	Positions Offered	0
Neurodevelopmental Disabilities	2014	PGY1	MD Senior Applicants	3
Neurodevelopmental Disabilities	2014	PGY1	Total Applicants	5
Neurodevelopmental Disabilities	2014	PGY1	MD Senior Matches	0
Neurodevelopmental Disabilities	2014	PGY1	Total Matches	0
Neurodevelopmental Disabilities	2015	PGY1	Positions Offered	1
Neurodevelopmental Disabilities	2015	PGY1	MD Senior Applicants	1
Neurodevelopmental Disabilities	2015	PGY1	Total Applicants	3
Neurodevelopmental Disabilities	2015	PGY1	MD Senior Matches	0
Neurodevelopmental Disabilities	2015	PGY1	Total Matches	1
Neurodevelopmental Disabilities	2016	PGY1	Positions Offered	2
Neurodevelopmental Disabilities	2016	PGY1	MD Senior Applicants	5
Neurodevelopmental Disabilities	2016	PGY1	Total Applicants	7
Neurodevelopmental Disabilities	2016	PGY1	MD Senior Matches	2
Neurodevelopmental Disabilities	2016	PGY1	Total Matches	2
Neurodevelopmental Disabilities	2017	PGY1	Positions Offered	3
Neurodevelopmental Disabilities	2017	PGY1	MD Senior Applicants	8
Neurodevelopmental Disabilities	2017	PGY1	Total Applicants	10
Neurodevelopmental Disabilities	2017	PGY1	MD Senior Matches	3
Neurodevelopmental Disabilities	2017	PGY1	Total Matches	3
Neurodevelopmental Disabilities	2018	PGY1	Positions Offered	4
Neurodevelopmental Disabilities	2018	PGY1	MD Senior Applicants	7
Neurodevelopmental Disabilities	2018	PGY1	Total Applicants	11
Neurodevelopmental Disabilities	2018	PGY1	MD Senior Matches	3
Neurodevelopmental Disabilities	2018	PGY1	Total Matches	4
Neurodevelopmental Disabilities	2019	PGY1	Positions Offered	4
Neurodevelopmental Disabilities	2019	PGY1	MD Senior Applicants	10
Neurodevelopmental Disabilities	2019	PGY1	Total Applicants	16
Neurodevelopmental Disabilities	2019	PGY1	MD Senior Matches	3
Neurodevelopmental Disabilities	2019	PGY1	Total Matches	4
Neurodevelopmental Disabilities	2020	PGY1	Positions Offered	4
Neurodevelopmental Disabilities	2020	PGY1	MD Senior Applicants	9
Neurodevelopmental Disabilities	2020	PGY1	Total Applicants	20
Neurodevelopmental Disabilities	2020	PGY1	MD Senior Matches	3
Neurodevelopmental Disabilities	2020	PGY1	Total Matches	4
Neurodevelopmental Disabilities	2021	PGY1	Positions Offered	6
Neurodevelopmental Disabilities	2021	PGY1	MD Senior Applicants	10
Neurodevelopmental Disabilities	2021	PGY1	Total Applicants	22
Neurodevelopmental Disabilities	2021	PGY1	MD Senior Matches	3
Neurodevelopmental Disabilities	2021	PGY1	Total Matches	6
Neurodevelopmental Disabilities	2022	PGY1	Positions Offered	5
Neurodevelopmental Disabilities	2022	PGY1	MD Senior Applicants	18
Neurodevelopmental Disabilities	2022	PGY1	Total Applicants	27
Neurodevelopmental Disabilities	2022	PGY1	MD Senior Matches	3
Neurodevelopmental Disabilities	2022	PGY1	Total Matches	5
Neurodevelopmental Disabilities	2012	PGY2	Positions Offered	7
Neurodevelopmental Disabilities	2012	PGY2	MD Senior Applicants	9
Neurodevelopmental Disabilities	2012	PGY2	Total Applicants	10
Neurodevelopmental Disabilities	2012	PGY2	MD Senior Matches	6
Neurodevelopmental Disabilities	2012	PGY2	Total Matches	6
Neurodevelopmental Disabilities	2013	PGY2	Positions Offered	7
Neurodevelopmental Disabilities	2013	PGY2	MD Senior Applicants	7
Neurodevelopmental Disabilities	2013	PGY2	Total Applicants	14
Neurodevelopmental Disabilities	2013	PGY2	MD Senior Matches	4
Neurodevelopmental Disabilities	2013	PGY2	Total Matches	5
Neurodevelopmental Disabilities	2014	PGY2	Positions Offered	5
Neurodevelopmental Disabilities	2014	PGY2	MD Senior Applicants	5
Neurodevelopmental Disabilities	2014	PGY2	Total Applicants	9
Neurodevelopmental Disabilities	2014	PGY2	MD Senior Matches	3
Neurodevelopmental Disabilities	2014	PGY2	Total Matches	5
Neurodevelopmental Disabilities	2015	PGY2	Positions Offered	5
Neurodevelopmental Disabilities	2015	PGY2	MD Senior Applicants	6
Neurodevelopmental Disabilities	2015	PGY2	Total Applicants	9
Neurodevelopmental Disabilities	2015	PGY2	MD Senior Matches	1
Neurodevelopmental Disabilities	2015	PGY2	Total Matches	2
Neurodevelopmental Disabilities	2016	PGY2	Positions Offered	5
Neurodevelopmental Disabilities	2016	PGY2	MD Senior Applicants	5
Neurodevelopmental Disabilities	2016	PGY2	Total Applicants	7
Neurodevelopmental Disabilities	2016	PGY2	MD Senior Matches	0
Neurodevelopmental Disabilities	2016	PGY2	Total Matches	0
Neurodevelopmental Disabilities	2017	PGY2	Positions Offered	4
Neurodevelopmental Disabilities	2017	PGY2	MD Senior Applicants	7
Neurodevelopmental Disabilities	2017	PGY2	Total Applicants	11
Neurodevelopmental Disabilities	2017	PGY2	MD Senior Matches	3
Neurodevelopmental Disabilities	2017	PGY2	Total Matches	3
Neurodevelopmental Disabilities	2018	PGY2	Positions Offered	4
Neurodevelopmental Disabilities	2018	PGY2	MD Senior Applicants	6
Neurodevelopmental Disabilities	2018	PGY2	Total Applicants	11
Neurodevelopmental Disabilities	2018	PGY2	MD Senior Matches	2
Neurodevelopmental Disabilities	2018	PGY2	Total Matches	2
Neurodevelopmental Disabilities	2019	PGY2	Positions Offered	5
Neurodevelopmental Disabilities	2019	PGY2	MD Senior Applicants	10
Neurodevelopmental Disabilities	2019	PGY2	Total Applicants	15
Neurodevelopmental Disabilities	2019	PGY2	MD Senior Matches	2
Neurodevelopmental Disabilities	2019	PGY2	Total Matches	3
Neurodevelopmental Disabilities	2020	PGY2	Positions Offered	3
Neurodevelopmental Disabilities	2020	PGY2	MD Senior Applicants	4
Neurodevelopmental Disabilities	2020	PGY2	Total Applicants	6
Neurodevelopmental Disabilities	2020	PGY2	MD Senior Matches	1
Neurodevelopmental Disabilities	2020	PGY2	Total Matches	1
Neurodevelopmental Disabilities	2021	PGY2	Positions Offered	4
Neurodevelopmental Disabilities	2021	PGY2	MD Senior Applicants	6
Neurodevelopmental Disabilities	2021	PGY2	Total Applicants	13
Neurodevelopmental Disabilities	2021	PGY2	MD Senior Matches	1
Neurodevelopmental Disabilities	2021	PGY2	Total Matches	2
Neurodevelopmental Disabilities	2022	PGY2	Positions Offered	3
Neurodevelopmental Disabilities	2022	PGY2	MD Senior Applicants	11
Neurodevelopmental Disabilities	2022	PGY2	Total Applicants	17
Neurodevelopmental Disabilities	2022	PGY2	MD Senior Matches	3
Neurodevelopmental Disabilities	2022	PGY2	Total Matches	3
Neurological Surgery	2012	PGY1	Positions Offered	196
Neurological Surgery	2012	PGY1	MD Senior Applicants	203
Neurological Surgery	2012	PGY1	Total Applicants	318
Neurological Surgery	2012	PGY1	MD Senior Matches	170
Neurological Surgery	2012	PGY1	Total Matches	194
Neurological Surgery	2013	PGY1	Positions Offered	204
Neurological Surgery	2013	PGY1	MD Senior Applicants	241
Neurological Surgery	2013	PGY1	Total Applicants	314
Neurological Surgery	2013	PGY1	MD Senior Matches	190
Neurological Surgery	2013	PGY1	Total Matches	203
Neurological Surgery	2014	PGY1	Positions Offered	206
Neurological Surgery	2014	PGY1	MD Senior Applicants	243
Neurological Surgery	2014	PGY1	Total Applicants	335
Neurological Surgery	2014	PGY1	MD Senior Matches	189
Neurological Surgery	2014	PGY1	Total Matches	206
Neurological Surgery	2015	PGY1	Positions Offered	210
Neurological Surgery	2015	PGY1	MD Senior Applicants	256
Neurological Surgery	2015	PGY1	Total Applicants	354
Neurological Surgery	2015	PGY1	MD Senior Matches	188
Neurological Surgery	2015	PGY1	Total Matches	208
Neurological Surgery	2016	PGY1	Positions Offered	216
Neurological Surgery	2016	PGY1	MD Senior Applicants	267
Neurological Surgery	2016	PGY1	Total Applicants	354
Neurological Surgery	2016	PGY1	MD Senior Matches	200
Neurological Surgery	2016	PGY1	Total Matches	214
Neurological Surgery	2017	PGY1	Positions Offered	218
Neurological Surgery	2017	PGY1	MD Senior Applicants	212
Neurological Surgery	2017	PGY1	Total Applicants	311
Neurological Surgery	2017	PGY1	MD Senior Matches	183
Neurological Surgery	2017	PGY1	Total Matches	218
Neurological Surgery	2018	PGY1	Positions Offered	225
Neurological Surgery	2018	PGY1	MD Senior Applicants	240
Neurological Surgery	2018	PGY1	Total Applicants	325
Neurological Surgery	2018	PGY1	MD Senior Matches	203
Neurological Surgery	2018	PGY1	Total Matches	225
Neurological Surgery	2019	PGY1	Positions Offered	232
Neurological Surgery	2019	PGY1	MD Senior Applicants	265
Neurological Surgery	2019	PGY1	Total Applicants	341
Neurological Surgery	2019	PGY1	MD Senior Matches	213
Neurological Surgery	2019	PGY1	Total Matches	231
Neurological Surgery	2020	PGY1	Positions Offered	232
Neurological Surgery	2020	PGY1	MD Senior Applicants	273
Neurological Surgery	2020	PGY1	Total Applicants	397
Neurological Surgery	2020	PGY1	MD Senior Matches	203
Neurological Surgery	2020	PGY1	Total Matches	232
Neurological Surgery	2021	PGY1	Positions Offered	234
Neurological Surgery	2021	PGY1	MD Senior Applicants	269
Neurological Surgery	2021	PGY1	Total Applicants	402
Neurological Surgery	2021	PGY1	MD Senior Matches	198
Neurological Surgery	2021	PGY1	Total Matches	234
